site_id,Baseline LSTM (No TL),Baseline LSTM (TL),Context-Aware Selective Learning,Deep Context LSTM (Always TL),Deep Context LSTM (No TL),Random Forest,Site-Hard Expert Selector,cell_id,cosine_similarity,months_used,delta_rmse_always_tl_vs_no_tl,delta_rmse_selective_tl_vs_no_tl,delta_rmse_oracle_tl_vs_no_tl,helped_by_always_tl,helped_by_selective_tl
29961,1.3287523984909058,1.2754981517791748,1.250008225440979,1.2595587968826294,1.3164969682693481,1.2796920457609018,1.2796920457609018,34400.0,0.25220582,72.0,-0.05693817138671875,-0.06648874282836914,-0.03680492250844636,True,True
29971,0.9526627659797668,0.9671897292137146,0.9789084792137146,1.05727219581604,0.9824439883232117,0.9429123506207633,0.9824439897315059,95673.0,0.8236875,5.0,0.07482820749282837,-0.0035355091094970703,1.4082942589865866e-09,False,True
29982,0.9870376586914062,0.9159836173057556,0.7248760461807251,0.7267659902572632,0.7543991804122925,0.7851976676315753,0.7267659632902813,47390.0,0.38828057,78.0,-0.027633190155029297,-0.029523134231567383,-0.027633217122011167,True,True
29997,0.8970999121665955,0.9554281234741211,0.9494767785072327,1.0427521467208862,0.9302309155464172,0.9637806015245513,1.042752183874624,121675.0,0.8803168,2.0,0.112521231174469,0.01924586296081543,0.11252126832820686,False,False
30035,0.9241766929626465,0.9302589893341064,0.9344824552536011,0.9555148482322693,0.9794365763664246,0.9030907577129396,0.9794365844623265,48853.0,0.26242867,76.0,-0.023921728134155273,-0.044954121112823486,8.095901948834694e-09,True,True
30066,0.5932763814926147,0.6372246146202087,0.5858155488967896,0.5983961224555969,0.5608081221580505,0.6026216095314272,0.5608081629907334,55441.0,0.24604635,131.0,0.03758800029754639,0.025007426738739014,4.083268290155928e-08,False,False
30104,3.6490495204925537,3.718745470046997,2.776385545730591,2.904953718185425,2.5969903469085693,2.812153179623714,2.9049536312291204,64997.0,0.23884137,78.0,0.30796337127685547,0.17939519882202148,0.3079632843205511,False,False
30225,0.5272694230079651,0.542598307132721,0.49450990557670593,0.5187084674835205,0.5492720603942871,0.5718999436041361,0.5492720756102734,96894.0,0.24400294,73.0,-0.0305635929107666,-0.05476215481758118,1.5215986248762192e-08,True,True
30247,0.8234014511108398,0.868389368057251,0.6104821562767029,0.8590002655982971,0.9200341105461121,0.6238715994509346,0.6238715994509346,25597.0,0.5671431,14.0,-0.06103384494781494,-0.3095519542694092,-0.29616251109517744,True,True
30249,0.8779910802841187,0.9332248568534851,0.9869042038917542,0.9747456908226013,1.1932603120803833,0.9783928729774216,0.9747456703770974,61334.0,0.34519556,61.0,-0.21851462125778198,-0.20635610818862915,-0.21851464170328594,True,True
30265,0.6846988797187805,0.6604616045951843,0.5592918992042542,0.5598906874656677,0.5861939191818237,0.5963399707345333,0.5861939367509179,89283.0,0.30436182,78.0,-0.026303231716156006,-0.02690201997756958,1.7569094179492595e-08,True,True
30341,0.9739030599594116,0.9755211472511292,0.9760714769363403,0.9088762998580933,1.0507032871246338,1.0063708832768608,1.0063708832768608,58826.0,0.26462767,73.0,-0.14182698726654053,-0.07463181018829346,-0.04433240384777304,True,True
30380,0.6965931057929993,0.7193016409873962,0.7677469849586487,0.8783954977989197,0.8513104915618896,0.724124626571742,0.8513105282190666,124887.0,0.5314365,16.0,0.02708500623703003,-0.08356350660324097,3.665717696055282e-08,False,True
30385,0.4710649251937866,0.5028091669082642,0.4689503014087677,0.7123204469680786,0.7503370046615601,0.46160413445275017,0.46160413445275017,75352.0,0.4331036,74.0,-0.038016557693481445,-0.28138670325279236,-0.2887328702088099,True,True
30425,1.2723392248153687,1.2326452732086182,1.374922752380371,1.345491886138916,1.4369882345199585,1.4318097331265498,1.34549190326437,68092.0,0.19308144,91.0,-0.09149634838104248,-0.0620654821395874,-0.09149633125558854,True,True
