analysis_unit,subset_label,n,mean_always_tl_delta,mean_selective_delta_vs_no_tl,mean_selective_delta_vs_always_tl,always_tl_help_rate,always_tl_harm_rate,selective_partial_rescue_rate,selective_full_rescue_rate
site,all_sites,496,-0.010541629707140307,-0.021253512331074285,-0.010711882623933976,0.5826612903225806,0.4173387096774194,0.41330645161290325,0.16129032258064516
site,always_tl_harmed_sites,207,0.053196340655359095,0.014652571960347862,-0.03854376869501123,0.0,1.0,0.9903381642512077,0.3864734299516908
site,always_tl_helped_sites,289,-0.05619477802906894,-0.04697171111420364,0.009223066914865302,1.0,0.0,0.0,0.0
observation,all_observations,16547,-0.018030311912298203,-0.02391090802848339,-0.005880596581846476,0.5415483169154529,0.45845168308454703,0.45627606212606514,0.031304768235934005
observation,always_tl_harmed_observations,7586,0.28065407276153564,0.14163710176944733,-0.13901694118976593,0.0,1.0,0.9952544160295281,0.06828368046401266
observation,always_tl_helped_observations,8961,-0.2708837389945984,-0.16405680775642395,0.10682696104049683,1.0,0.0,0.0,0.0
