variant,n_features,rmse_mean,rmse_std,mae_mean,mae_std,r2_mean,r2_std,partial_rescue_rate_harmed_mean,full_rescue_rate_harmed_mean,delta_rmse_vs_full,delta_mae_vs_full,n_gate_seeds,parent_seed,n_harmed_wells,evidence_type
no_similarity,33,2.0919004783298303,0.0,0.9082171320915222,0.0,0.18949419260025024,0.0,0.9903381642512077,0.3961352657004831,-0.0005730878843706044,-0.0010582208633422852,3,42,207,production_consistent_parents_retrained_gate_cal_trained
no_pumping_anthropogenic,44,2.092247836871812,0.0,0.9091188311576843,0.0,0.18922501802444458,0.0,0.9903381642512077,0.4106280193236715,-0.0002257293423890694,-0.00015652179718017578,3,42,207,production_consistent_parents_retrained_gate_cal_trained
no_site_history,34,2.09241682281528,0.0,0.9089897871017456,0.0,0.18909406661987305,0.0,1.0,0.41545893719806765,-5.674339892092206e-05,-0.0002855658531188965,3,42,207,production_consistent_parents_retrained_gate_cal_trained
full_selector,47,2.092473566214201,0.0,0.9092753529548645,0.0,0.1890500783920288,0.0,0.9903381642512077,0.3864734299516908,0.0,0.0,3,42,207,production_consistent_parents_retrained_gate_cal_trained
no_seasonality,43,2.0932551695977266,0.0,0.9099393486976624,0.0,0.1884441375732422,0.0,0.9855072463768116,0.4057971014492754,0.0007816033835257308,0.0006639957427978516,3,42,207,production_consistent_parents_retrained_gate_cal_trained
no_recent_target_state,29,2.094799063612747,0.0,0.9130175709724426,0.0,0.18724656105041504,0.0,0.9903381642512077,0.34782608695652173,0.0023254973985462613,0.003742218017578125,3,42,207,production_consistent_parents_retrained_gate_cal_trained
