candidate_model,rmse_oof,mean_site_rmse_oof,share_transfer_oof,share_upper_envelope_oof,mean_gate_gamma_oof
hgb_env,2.066965067250387,1.1518317461013794,0.4495138369483919,0.4495138369483919,0.47731196880340576
rf_env,2.0678065842763935,1.1535392999649048,0.43252484239769207,0.43252484239769207,0.4773349165916443
ridge_env,2.071989711618103,1.1643710136413574,0.39459343947002884,0.39459343947002884,0.47011837363243103
