site_id,cell_id,cosine_similarity,months_used,selector_rmse_no_tl,selector_rmse_always_tl,calibration_margin_no_tl_vs_always_tl,selected_expert,selected_parent,use_transfer,selected_selector_rmse,selector_policy,selector_margin_threshold,selector_overlap_threshold_months
66224,12080,0.30369318,134,1.1294043,1.0367022,-0.09270215,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0367022,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66250,32824,0.36601463,139,0.92017543,0.8597001,-0.06047535,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.8597001,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66256,81796,0.3675067,142,0.52608114,0.4923383,-0.033742845,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.4923383,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66265,37287,0.55249804,138,0.5498106,0.5488212,-0.0009893775,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.5488212,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66266,67575,0.3571379,142,0.5676351,0.57037073,0.0027356148,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.57037073,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66268,12080,0.2745712,142,1.1738936,1.0784005,-0.09549308,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0784005,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66272,77981,0.29108346,136,0.8185757,0.8415775,0.02300179,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.8185757,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66318,54194,0.45921215,136,0.59189117,0.6253445,0.033453345,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.59189117,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66323,77981,0.33787298,122,0.66676074,0.66177434,-0.0049864054,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.66177434,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66337,28977,0.22602542,139,0.7129208,0.6289942,-0.08392656,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.6289942,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66352,36514,0.5395105,124,0.4703186,0.4343823,-0.035936296,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.4343823,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66369,77981,0.40835026,142,0.7577463,0.6959635,-0.061782777,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.6959635,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66380,67575,0.31946012,142,1.7753019,1.7526376,-0.022664309,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.7526376,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66381,16034,0.42605606,142,0.53430516,0.5102735,-0.02403164,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.5102735,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66385,73219,0.41127172,141,0.6914983,0.66991127,-0.021587014,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.66991127,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66393,67575,0.39158252,140,0.5730119,0.6251988,0.052186906,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.5730119,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66406,55441,0.35173044,136,0.35177323,0.33323267,-0.018540561,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.33323267,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66446,55441,0.32864648,141,0.6511322,0.61224985,-0.038882375,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.61224985,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66458,36514,0.5433467,136,0.58809024,0.5690412,-0.019049048,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.5690412,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66461,67575,0.39382815,139,0.75962085,0.7307834,-0.028837442,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.7307834,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66500,83066,0.3630953,136,0.44299275,0.3630463,-0.07994646,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.3630463,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66507,12080,0.2741662,142,1.4270465,1.3213211,-0.10572541,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.3213211,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66517,56721,0.35517094,142,0.3825785,0.3739653,-0.008613199,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.3739653,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66520,37287,0.5225442,138,1.4799731,1.3407973,-0.13917577,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.3407973,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66528,77981,0.37493932,142,0.42140558,0.4646717,0.043266118,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.42140558,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66541,81796,0.37535316,142,0.6766801,0.614988,-0.06169206,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.614988,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66556,67575,0.3597251,141,0.5914534,0.53033215,-0.061121225,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.53033215,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66567,69301,0.4425259,142,0.42254347,0.40846512,-0.014078349,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.40846512,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66571,17268,0.54696757,135,0.58024573,0.60520995,0.024964213,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.58024573,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66602,61367,0.24272895,141,1.3367051,1.212062,-0.12464309,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.212062,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66603,36514,0.5120219,132,0.5698023,0.5609256,-0.008876681,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.5609256,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66607,12080,0.40948272,88,1.0880902,1.0945456,0.0064554214,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0945456,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66608,67575,0.24642208,139,1.0625101,1.0299165,-0.032593608,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0299165,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66611,61367,0.3368892,88,0.78769726,0.704185,-0.08351225,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.704185,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66616,54194,0.33036754,128,0.51374125,0.48568,-0.02806124,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.48568,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
66620,77981,0.35162532,142,0.5195638,0.4849094,-0.03465441,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.4849094,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
85354,81796,0.34684262,140,0.9282621,0.9268456,-0.0014165044,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.9268456,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
87182,34414,0.22085007,111,1.2195252,1.2063286,-0.013196588,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.2063286,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
87184,67575,0.23790875,112,1.2180204,1.1735079,-0.04451251,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1735079,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
88074,156332,0.2755797,66,1.8561527,1.7199029,-0.13624978,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.7199029,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
88075,18044,0.25816125,67,3.9342887,3.8738177,-0.060471058,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,3.8738177,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
103037,12080,0.2461223,141,1.19452,1.1094297,-0.08509028,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1094297,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
103048,68092,0.29652634,142,1.6801283,1.718105,0.037976623,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.6801283,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
103050,54194,0.45016733,132,0.6269777,0.5955721,-0.031405568,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.5955721,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
103071,67575,0.2451639,142,0.8748434,0.81884336,-0.056000054,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.81884336,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
103076,77981,0.31135538,141,0.6911352,0.6230439,-0.06809133,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.6230439,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
103082,67575,0.38720638,142,0.46437863,0.4752848,0.01090619,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.4752848,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
103083,67575,0.357109,128,0.49013865,0.4572101,-0.032928556,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.4572101,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
103086,56721,0.38412628,136,0.6070631,0.5809656,-0.026097536,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.5809656,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
103096,48853,0.3809313,52,0.26983553,0.07716656,-0.19266897,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.07716656,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
103290,77981,0.32122058,137,0.5942822,0.5795456,-0.014736593,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.5795456,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
103419,81796,0.33081686,137,0.44158444,0.4533639,0.011779457,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.4533639,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
104315,73219,0.31835952,133,0.53294224,0.56963664,0.036694407,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.53294224,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
104316,67575,0.24690697,131,0.6292738,0.7120057,0.0827319,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.6292738,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
109298,49381,0.49513113,141,0.303277,0.31649095,0.013213962,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.31649095,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118237,67575,0.33462635,123,1.1788243,1.198981,0.020156741,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.1788243,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118260,81796,0.23785457,139,3.5363226,3.5825906,0.046267986,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,3.5363226,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118345,73219,0.19816329,139,2.2658424,2.3331614,0.06731892,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,2.2658424,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118526,55441,0.29467,138,0.7018941,0.7108894,0.008995295,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.7108894,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118579,74560,0.35866755,82,0.9753385,1.0730556,0.09771711,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.9753385,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118588,55441,0.41428936,135,0.56852096,0.6304544,0.061933458,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.56852096,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118619,81796,0.20146942,136,1.283697,1.2968513,0.013154268,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.2968513,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118623,67575,0.3873306,135,0.5721023,0.6809101,0.1088078,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.5721023,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118625,75352,0.39143148,134,0.76089823,0.8359133,0.07501507,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.76089823,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118626,55441,0.40039116,135,0.62448233,0.7624444,0.13796204,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.62448233,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118631,73219,0.334551,129,0.93392736,0.9379677,0.0040403605,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.9379677,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118670,77981,0.37589085,137,1.0083448,1.0861613,0.07781649,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.0083448,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118719,55441,0.29333264,118,1.3994687,1.4884169,0.08894825,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.3994687,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118752,55441,0.40216178,135,0.54459953,0.615869,0.07126945,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.54459953,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118753,67575,0.36477387,134,1.0292113,1.1421232,0.11291194,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.0292113,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118794,55441,0.4229207,135,0.76665455,0.86562604,0.098971486,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.76665455,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118851,67575,0.31508362,136,1.0449718,1.1040475,0.059075713,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.0449718,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118866,56721,0.40168643,135,0.4820794,0.5943872,0.11230779,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.4820794,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
118867,55441,0.33456782,134,0.9292288,1.0324357,0.10320687,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.9292288,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
120044,55441,0.32346433,130,0.5959859,0.5350332,-0.060952663,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.5350332,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
