site_id,cell_id,cosine_similarity,months_used,selector_rmse_no_tl,selector_rmse_always_tl,calibration_margin_no_tl_vs_always_tl,selected_expert,selected_parent,use_transfer,selected_selector_rmse,selector_policy,selector_margin_threshold,selector_overlap_threshold_months
9698,67575,0.33242345,128,0.6452667,0.62196,-0.023306727,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.62196,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
9799,49528,0.3005144,126,1.0115982,1.0961158,0.0845176,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.0115982,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
9802,36514,0.45781997,141,0.46897942,0.64474297,0.17576355,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.46897942,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
9804,96894,0.21820317,108,0.8401486,0.9834541,0.14330548,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.8401486,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
9822,55441,0.29423472,141,1.415898,1.4516135,0.03571558,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.415898,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
9840,67575,0.34132978,123,1.6039327,1.6372687,0.033335924,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.6039327,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
9844,67575,0.25681362,140,1.3830901,1.3862393,0.0031491518,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.3862393,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
9853,36514,0.54366064,137,0.80638564,0.8485381,0.042152464,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.80638564,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
9896,67575,0.32944596,132,1.0915161,1.1120332,0.02051711,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.0915161,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
9913,75352,0.32448006,138,1.9518088,1.9855859,0.033777118,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.9518088,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
9963,55441,0.25342077,139,2.8942428,2.9460309,0.05178809,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,2.8942428,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
9966,55204,0.2610928,134,1.0674795,1.1553007,0.087821245,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.0674795,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10041,67575,0.31899664,138,0.7831154,0.7653204,-0.017794967,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.7653204,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10046,81796,0.20230906,142,1.0802089,1.084835,0.004626155,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.084835,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10047,85842,0.16878636,135,1.1529735,1.1088861,-0.04408741,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1088861,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10063,67575,0.40496597,137,1.4042006,1.4429498,0.038749218,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.4042006,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10094,26769,0.1699052,139,1.0895001,1.0360329,-0.053467155,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0360329,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10096,36514,0.40444666,139,0.3291747,0.34277463,0.013599932,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.34277463,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10132,67575,0.33466342,134,0.8606479,0.9189328,0.05828488,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.8606479,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10144,55441,0.24930352,139,1.4061826,1.416226,0.010043383,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.416226,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10153,81796,0.26105213,134,1.3030571,1.2371777,-0.065879345,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.2371777,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10160,69646,0.3217674,42,1.367575,1.4236337,0.056058645,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.4236337,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10267,162505,0.17067252,129,1.0263611,1.0065819,-0.019779205,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0065819,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10301,49381,0.5473404,98,0.59838426,0.8176532,0.21926892,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.59838426,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10335,75352,0.34794167,139,1.186514,1.2291929,0.042678833,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.186514,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10375,94464,0.18966228,138,1.0677655,1.0248083,-0.042957187,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0248083,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10472,55441,0.3108091,140,1.5628588,1.656451,0.09359217,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.5628588,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10496,36514,0.4593427,141,0.357448,0.4469271,0.08947909,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.357448,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10510,36514,0.4877285,138,0.39526734,0.47239462,0.07712728,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.39526734,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10524,36514,0.35317686,140,2.5577154,2.6163402,0.058624744,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,2.5577154,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10527,36514,0.4054522,138,0.6257972,0.61330533,-0.012491882,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.61330533,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10545,16034,0.5274535,98,0.6935196,0.73355454,0.04003495,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.6935196,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10559,121675,0.23354714,141,1.0868233,1.1044328,0.017609477,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1044328,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
10567,75352,0.35022908,138,0.7498438,0.7156355,-0.034208298,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.7156355,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12113,68092,0.23240149,137,0.88284737,0.93323755,0.050390184,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.88284737,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12117,69646,0.2515701,111,1.663397,1.6055783,-0.05781865,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.6055783,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12132,54632,0.4924724,108,0.9222092,0.870281,-0.051928222,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.870281,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12141,77981,0.37895378,108,0.7551801,0.6979064,-0.057273746,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.6979064,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12148,81796,0.3249655,94,1.0120405,0.96313715,-0.048903346,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.96313715,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12162,69646,0.22427303,111,1.3191545,1.2556231,-0.0635314,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.2556231,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12164,98744,0.48176622,78,0.56029,0.6029812,0.04269123,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.56029,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12171,36514,0.31886497,106,1.1921756,1.2344786,0.042302966,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.1921756,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12178,55441,0.28625926,142,1.0925956,1.0985001,0.0059045553,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0985001,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12179,49381,0.2420163,122,0.7941024,0.80932266,0.015220284,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.80932266,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12192,8512,0.3437561,84,0.5865347,0.6009608,0.014426112,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.6009608,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12195,37915,0.2920432,78,2.0300097,2.0012465,-0.028763294,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,2.0012465,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12198,121209,0.34499446,70,0.7652193,0.7095675,-0.055651784,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.7095675,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12202,94464,0.22176507,61,1.9302512,1.8690392,-0.061212063,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.8690392,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12208,67575,0.3456893,110,1.2704314,1.3294138,0.058982372,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.2704314,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12211,37915,0.3080961,80,1.2935557,1.2671926,-0.026363134,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.2671926,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12215,12080,0.27288568,136,0.6047895,0.53424746,-0.07054204,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.53424746,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12216,73219,0.25405777,110,1.70138,1.627895,-0.07348502,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.627895,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12225,77981,0.26395,122,1.1006126,1.1004835,-0.00012910366,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1004835,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12232,58891,0.5782675,76,0.5547334,0.5968918,0.042158425,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.5547334,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12242,32377,0.24235883,111,1.5520867,1.4911164,-0.060970306,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.4911164,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12244,75352,0.37608808,136,1.0471079,1.0069339,-0.040174007,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0069339,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12248,77981,0.33369058,94,1.2411143,1.2832744,0.042160153,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.2411143,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12250,75352,0.56255317,60,0.69279605,0.6984628,0.005666733,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.6984628,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12251,80047,0.27253917,111,1.298178,1.2659866,-0.032191396,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.2659866,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12256,32377,0.23728012,110,1.2590337,1.1830565,-0.075977206,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1830565,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12258,77981,0.26406708,116,1.0557371,1.0743592,0.01862204,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0743592,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12270,18044,0.16534093,117,0.71493137,0.79980284,0.08487147,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.71493137,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12274,80047,0.29137206,111,1.4044385,1.3013436,-0.103094935,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.3013436,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12275,69646,0.24906068,142,1.3862402,1.4160372,0.029796958,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.3862402,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12279,97888,0.49919242,38,1.4339811,1.4055218,-0.02845931,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.4055218,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12281,75352,0.42153734,139,0.8720774,0.8664559,-0.005621493,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.8664559,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12282,68092,0.29849753,96,2.3735392,2.3535998,-0.019939423,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,2.3535998,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12283,55441,0.26884884,127,1.4246646,1.4102213,-0.014443278,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.4102213,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12285,66007,0.29004374,131,1.2386101,1.2672029,0.028592706,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.2386101,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12294,67575,0.27465668,139,1.1855607,1.1794376,-0.006123066,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1794376,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12299,77981,0.3264877,135,1.1866207,1.1603163,-0.026304364,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1603163,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12303,69646,0.30038667,76,1.4679741,1.4475597,-0.020414352,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.4475597,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12304,27247,0.1848733,94,2.1157033,2.220465,0.1047616,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,2.1157033,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12311,38645,0.25925446,111,0.9461244,0.93822116,-0.007903218,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.93822116,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12314,80047,0.22876723,111,1.8410034,1.7599435,-0.08105993,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.7599435,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12319,66835,0.22942667,111,1.1601868,1.0915016,-0.068685174,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0915016,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12331,73219,0.29098564,109,1.2699268,1.2069843,-0.062942505,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.2069843,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12337,69646,0.2517904,111,1.5402492,1.4644399,-0.07580936,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.4644399,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12354,80047,0.24651068,111,1.3362122,1.2833266,-0.052885532,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.2833266,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12363,69646,0.26976147,111,1.4227654,1.342657,-0.080108404,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.342657,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12365,11741,0.39702967,102,0.9788148,1.013971,0.03515619,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.9788148,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12371,36509,0.35033968,126,1.1919664,1.1653425,-0.026623964,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1653425,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12372,61367,0.18934175,131,1.1213608,1.1108924,-0.010468364,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1108924,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12376,73219,0.26592162,110,1.2553922,1.1974092,-0.05798304,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1974092,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12377,73219,0.38006788,111,1.2952176,1.2435384,-0.051679254,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.2435384,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12396,67575,0.3298457,140,1.0556824,1.0219152,-0.033767223,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0219152,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
12398,129691,0.23258896,123,0.48040414,0.4671638,-0.013240337,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.4671638,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
13392,124887,0.5093209,43,16.12728,15.978681,-0.14859867,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,15.978681,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16330,12080,0.3713887,57,0.9367081,1.0638982,0.12719011,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0638982,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16331,81825,0.2737667,140,1.2297691,1.2502377,0.020468593,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.2297691,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16332,55441,0.45145288,61,0.39340952,0.4464305,0.053020984,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.4464305,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16333,81796,0.2835781,139,1.1389779,1.0490056,-0.08997226,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0490056,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16334,55078,0.2706783,122,1.3697913,1.2915722,-0.078219056,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.2915722,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16335,77981,0.30223668,139,1.2370989,1.1727053,-0.06439364,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1727053,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16336,16034,0.32944474,91,1.4787778,1.4530711,-0.025706649,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.4530711,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16337,56721,0.31147236,126,1.1274972,1.388445,0.26094782,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.1274972,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16339,77981,0.25989777,140,0.62042433,0.5843129,-0.036111414,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.5843129,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16340,77981,0.23349331,140,1.6562396,1.6376063,-0.018633366,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.6376063,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16341,55441,0.3091841,133,0.7421277,0.68551433,-0.056613386,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.68551433,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16343,55204,0.35030958,104,0.91064364,0.91098934,0.00034570694,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.91098934,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16344,56721,0.34301615,127,1.47204,1.4748315,0.0027914047,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.4748315,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16345,75352,0.2011003,140,0.26032448,0.43830392,0.17797944,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.26032448,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16346,67575,0.20530985,140,0.5579743,0.8840807,0.32610643,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.5579743,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16347,81796,0.3372527,139,1.2719481,1.1188384,-0.15310967,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.1188384,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16348,11741,0.5452037,73,1.0943758,1.0624952,-0.031880617,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0624952,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16349,55441,0.31360233,140,1.1928737,1.105845,-0.08702874,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.105845,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16350,49381,0.38651434,139,0.99760705,0.9361858,-0.061421275,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.9361858,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16352,69301,0.3629086,122,0.83428216,0.85503244,0.020750284,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,0.83428216,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16354,77981,0.30566514,133,1.2404954,1.0795631,-0.1609323,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0795631,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16357,55441,0.30482665,104,1.592638,1.5360484,-0.056589603,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.5360484,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16358,67575,0.25620294,81,1.3066332,1.2625418,-0.044091463,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.2625418,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16359,11741,0.25793812,102,1.2439057,1.3057543,0.06184864,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.2439057,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16360,49381,0.3835265,117,1.0859396,1.0323161,-0.053623557,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0323161,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16362,75352,0.42768914,114,0.93515104,0.9015531,-0.033597946,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.9015531,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16363,55441,0.340722,128,1.3831908,1.4701562,0.08696544,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.3831908,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16364,34400,0.3153453,122,1.089623,1.0976864,0.008063436,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0976864,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16365,28544,0.26226717,82,1.4661434,1.5893217,0.12317836,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.4661434,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16369,67575,0.2767048,125,1.7647265,1.6735266,-0.091199875,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.6735266,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16370,55441,0.3294374,139,1.1488745,1.0451291,-0.10374546,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0451291,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16371,55441,0.42529273,112,1.8006337,1.7182001,-0.08243358,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.7182001,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16372,67575,0.29104313,131,2.0660458,2.0011084,-0.06493735,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,2.0011084,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16373,67575,0.22332786,139,1.3626554,1.3219243,-0.040731072,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.3219243,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16374,55441,0.33678865,113,2.14449,2.0139825,-0.13050747,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,2.0139825,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16375,55441,0.3047169,128,1.0746796,1.0761085,0.0014288425,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0761085,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16377,38645,0.28537557,140,0.90646654,0.8674689,-0.03899765,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,0.8674689,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16378,25618,0.35764065,62,1.2953641,1.2794908,-0.015873313,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.2794908,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16381,81796,0.29885784,128,1.2073799,1.078305,-0.12907493,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.078305,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16383,55204,0.31113577,140,1.6214603,1.7679697,0.14650941,Deep Context LSTM (No TL),Deep Context LSTM (No TL),False,1.6214603,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16384,79006,0.6024454,18,1.976132,1.8262969,-0.14983511,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.8262969,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
16386,49381,0.38029665,122,1.1035604,1.0398085,-0.063751936,Deep Context LSTM (Always TL),Deep Context LSTM (Always TL),True,1.0398085,cal_margin_gt_0.02_and_overlap_ge_72_default_always_tl,0.02,72
