site_id,cell_id,cosine_similarity,months_used,sim_mean,sim_std,sim_max,sim_min,sim_q90,sim_q95,train_rows,wtda_mean,wtda_std,pr_a_mean,pr_a_std,sm_a_mean,sm_a_std,tsmp_wtda_mean,tsmp_wtda_std,pumping_log_mean,pumping_log_std,lon_norm,lat_norm,max_observations,sim_top3_mean,sim_top3_std,sim_top5_mean,sim_top5_std,sim_top10_mean,sim_top10_std,selector_rmse_no_tl,selector_rmse_always_tl,selector_rmse_selective_learning,selector_rmse_selective_learning_oof,selector_observations,selector_gamma_mean,selector_gamma_std,selector_gamma_oof_mean,selector_gamma_oof_std,transfer_share,transfer_share_oof,upper_envelope_share,upper_envelope_share_oof,selected_expert,selected_expert_count,selector_model,selected_parent,use_transfer,selected_selector_rmse,selector_gain_vs_no_tl,selector_gain_vs_no_tl_oof
9698,67575,0.33242345,128,0.007457216207402344,0.1106187074661025,0.33242345,-0.31813422,0.13574330700000004,0.18511659199999997,120,0.02446695640834095,0.9525839472639922,-0.0017052345624999998,0.13668953358324543,0.012179896040234374,0.17579285038693526,-0.03967580625234375,0.15166650192852685,9.631424728765383,2.113287520057208,-0.4424821523122123,0.7582969843332379,786,0.3105077333333333,0.024869425462326924,0.29681155600000003,0.02572792488555054,0.274154181,0.03044164036066658,0.6452667,0.62196,0.6110589,0.61581546,20,0.5683464,0.2184945,0.54609644,0.20455837,0.7,0.55,0.7,0.55,Deep Context LSTM (Always TL),14,hgb_env,Deep Context LSTM (Always TL),True,0.6110589,-0.03420782,-0.029451251
9799,49528,0.3005144,126,0.008729350766503906,0.10596434954732796,0.3005144,-0.25499216,0.14001717900000007,0.19976396899999999,118,0.03168718900497576,0.8681486618645717,-0.011491003373015875,0.1354101022047858,-0.0037453676059523806,0.17474768269939947,-0.043102529581746034,0.15514634481471612,10.547535426144453,1.8184862543216844,-0.6492633163789117,0.8084285153294681,739,0.29824418999999996,0.0019680063410213032,0.28837862799999997,0.013946893594326697,0.272718861,0.019746870548755874,1.0115982,1.0961158,1.017141,1.0465814,17,0.22937551,0.11658731,0.38615265,0.2094656,0.0,0.29411764705882354,0.0,0.29411764705882354,Deep Context LSTM (No TL),17,hgb_env,Deep Context LSTM (No TL),False,1.017141,0.005542755,0.034983158
9802,36514,0.45781997,141,0.01847644677190664,0.1535027329511997,0.45781997,-0.45182174,0.20228017900000017,0.24726824799999994,133,0.0001833496269868591,0.9710033982700428,-0.00829496365248227,0.13773506999522928,0.006186655704609929,0.1752366210560326,-0.0376377073141844,0.15117530712668234,0.0,0.0,-0.47461899657814993,0.5990090264812524,641,0.4296418933333333,0.029812110790120767,0.41286098400000004,0.03119210855371647,0.383951422,0.04078017198940023,0.46897942,0.64474297,0.483013,0.5351045,9,0.18917786,0.19403793,0.44088328,0.10947563,0.1111111111111111,0.3333333333333333,0.1111111111111111,0.3333333333333333,Deep Context LSTM (No TL),8,hgb_env,Deep Context LSTM (No TL),False,0.483013,0.014033586,0.066125095
9804,96894,0.21820317,108,0.027267996082519532,0.06377222486473823,0.21820317,-0.1575585,0.10970952200000003,0.1344617805,100,0.000957491582491529,0.693527184636932,-0.015697822944444446,0.13921775974575734,0.0036748675430555563,0.1626011581586833,-0.032164120726851854,0.15448181885056728,1.2734380828687852,3.1856177840720625,-0.571815125435774,0.5936965199806866,738,0.20458818999999998,0.013288888935343707,0.198176778,0.01289368850161466,0.189291078,0.01317177895684034,0.8401486,0.9834541,0.87450105,0.9247087,12,0.28110424,0.13140874,0.5230837,0.20131162,0.08333333333333333,0.5,0.08333333333333333,0.5,Deep Context LSTM (No TL),11,hgb_env,Deep Context LSTM (No TL),False,0.87450105,0.03435242,0.084560096
9822,55441,0.29423472,141,0.0077100106303710945,0.10755626899222193,0.29423472,-0.29691726,0.1440136660000001,0.18206765549999993,133,0.007275330173071026,0.9667971039613025,-0.0076140284255319145,0.1377889416859571,0.006157211257801419,0.1752395743795634,-0.036531572753900704,0.1506237571090748,11.514485872570056,0.0907616715741849,-1.2285868814622078,1.2347807882881074,514,0.28690413,0.006526434251817753,0.276559954,0.015193831031631917,0.259610998,0.02206414565384949,1.415898,1.4516135,1.3890562,1.3917445,23,0.37036407,0.29141882,0.47010466,0.29628032,0.391304347826087,0.4782608695652174,0.391304347826087,0.4782608695652174,Deep Context LSTM (No TL),14,hgb_env,Deep Context LSTM (No TL),False,1.3890562,-0.02684176,-0.024153471
9840,67575,0.34132978,123,0.007468109797871094,0.09952780343510488,0.34132978,-0.30334005,0.13204945799999998,0.16778493349999998,115,8.123583107013341e-16,0.9242595260362673,-0.018314410642276423,0.13756674962307175,0.014660939819512196,0.17748488558173733,-0.04196052709186992,0.1553274658204946,0.08544431405253514,0.9476232842647521,-0.9085119567958784,1.22814770782836,595,0.2733601133333334,0.05903689748389081,0.254906936,0.048801438590952206,0.23659360000000002,0.037938117899874196,1.6039327,1.6372687,1.5750995,1.5818373,18,0.36226165,0.25972685,0.5407364,0.28312588,0.16666666666666666,0.6111111111111112,0.16666666666666666,0.6111111111111112,Deep Context LSTM (No TL),15,hgb_env,Deep Context LSTM (No TL),False,1.5750995,-0.02883327,-0.022095442
9844,67575,0.25681362,140,-0.005928511734609375,0.09305499099390531,0.25681362,-0.27184513,0.11930087600000001,0.15444104849999998,132,0.035104333025807344,0.8981858907301653,-0.007779860642857142,0.138093266752253,0.004153391959642858,0.17418864170830775,-0.037885553152142856,0.15168937656603923,0.0,0.0,-0.665959562265465,1.5463160971700842,641,0.24520213666666668,0.01011017851515164,0.23334807600000002,0.017850183579283727,0.21529638,0.02353072909111404,1.3830901,1.3862393,1.3112307,1.3142842,23,0.4818361,0.32176724,0.41755733,0.2980479,0.5652173913043478,0.43478260869565216,0.5652173913043478,0.43478260869565216,Deep Context LSTM (Always TL),13,hgb_env,Deep Context LSTM (Always TL),True,1.3112307,-0.07185948,-0.06880593
9853,36514,0.54366064,137,0.021266494554101564,0.17269790519912992,0.54366064,-0.5137901,0.203823144,0.27074129999999996,129,-0.015462700304422749,0.9642461322730846,-0.0020564355620437953,0.13351239562098577,0.0067422305970802916,0.17629736552692218,-0.035014843191970804,0.15008749346799913,14.64802309279859,0.0038494948245415134,-1.3029504369681395,1.0288377334811771,533,0.5002600366666666,0.04880939329852638,0.47457074600000004,0.04928232036601542,0.44598925700000003,0.04592051849606084,0.80638564,0.8485381,0.79335433,0.7981548,23,0.39369348,0.2791672,0.3714327,0.21643068,0.34782608695652173,0.34782608695652173,0.34782608695652173,0.34782608695652173,Deep Context LSTM (No TL),15,hgb_env,Deep Context LSTM (No TL),False,0.79335433,-0.013031304,-0.008230865
9896,67575,0.32944596,132,0.013384308715845703,0.10686513708684378,0.32944596,-0.29450697,0.13593026000000005,0.17955133899999998,124,-1.0092936587501424e-15,0.9536008676856357,-0.010828562901515152,0.13805118022540727,0.014470999475757576,0.17423162136373127,-0.03983834803257576,0.1546470617075286,0.24635564571961016,1.2463232462959348,-0.8936461230724398,1.2942514095703672,790,0.31502578,0.012520360283841679,0.294654982,0.031855255184423184,0.264459804,0.038654145125973295,1.0915161,1.1120332,1.0327663,1.0404449,22,0.4650931,0.314538,0.48789155,0.29214785,0.5454545454545454,0.5909090909090909,0.5454545454545454,0.5909090909090909,Deep Context LSTM (Always TL),12,hgb_env,Deep Context LSTM (Always TL),True,1.0327663,-0.058749795,-0.051071286
9913,75352,0.32448006,138,0.011107625807167969,0.10831853941761352,0.32448006,-0.29135007,0.143163905,0.206631822,130,0.03134107597456893,0.9312246586821399,-0.00503948413768116,0.13598797209544272,0.00985324977789855,0.17203403865972902,-0.03961422245144928,0.1483512214353071,0.0,0.0,-0.7255549274148716,1.6977851421003405,621,0.30428876666666665,0.017640005032795014,0.29671524800000004,0.016756126099888666,0.285344088,0.016511133196709576,1.9518088,1.9855859,1.9234211,1.9270898,23,0.35744685,0.27937305,0.3943614,0.2657263,0.2608695652173913,0.34782608695652173,0.2608695652173913,0.34782608695652173,Deep Context LSTM (No TL),17,hgb_env,Deep Context LSTM (No TL),False,1.9234211,-0.028387666,-0.024719
