site_id,model_family,rmse,mae,n
10559,Random Forest,0.6360437417496662,0.49144105782043335,37
10559,Deep Context LSTM (No TL),0.6370734572410583,0.5057975053787231,37
10559,Context-Aware Selective Learning,0.6411256194114685,0.5063236355781555,37
10559,Deep Context LSTM (Always TL),0.6517489552497864,0.521162211894989,37
10559,Site-Hard Expert Selector,0.6517489552497864,0.521162211894989,37
10567,Random Forest,0.7866267913623995,0.5248935098028759,36
10567,Deep Context LSTM (Always TL),0.9056082367897034,0.6934981942176819,36
10567,Site-Hard Expert Selector,0.9056082367897034,0.6934981942176819,36
10567,Context-Aware Selective Learning,0.9097044467926025,0.6871806979179382,36
10567,Deep Context LSTM (No TL),0.9362335801124573,0.6847937107086182,36
12113,Deep Context LSTM (Always TL),1.847995638847351,1.25950026512146,36
12113,Site-Hard Expert Selector,1.847995638847351,1.25950026512146,36
12113,Context-Aware Selective Learning,1.8974064588546753,1.2732062339782715,36
12113,Deep Context LSTM (No TL),1.9627069234848022,1.2825655937194824,36
12113,Random Forest,1.9688918507784445,1.337182880664962,36
12117,Random Forest,1.3184485024425578,1.0060718135010127,37
12117,Deep Context LSTM (Always TL),1.3943088054656982,1.125794768333435,37
12117,Site-Hard Expert Selector,1.3943088054656982,1.125794768333435,37
12117,Context-Aware Selective Learning,1.3963909149169922,1.1266696453094482,37
12117,Deep Context LSTM (No TL),1.4193462133407593,1.1382859945297241,37
12132,Context-Aware Selective Learning,0.5759831666946411,0.44328436255455017,37
12132,Deep Context LSTM (Always TL),0.5785747766494751,0.44273510575294495,37
12132,Site-Hard Expert Selector,0.5785747766494751,0.44273510575294495,37
12132,Random Forest,0.6212397099282443,0.4794631606210443,37
12132,Deep Context LSTM (No TL),0.6473586559295654,0.5427368879318237,37
12141,Random Forest,0.8695975248625859,0.5902482528465509,37
12141,Context-Aware Selective Learning,0.9196867346763611,0.6981713175773621,37
12141,Deep Context LSTM (Always TL),0.9345507621765137,0.7348688244819641,37
12141,Site-Hard Expert Selector,0.9345507621765137,0.7348688244819641,37
12141,Deep Context LSTM (No TL),0.941153883934021,0.7062272429466248,37
12148,Deep Context LSTM (Always TL),0.837005078792572,0.5996809601783752,34
12148,Site-Hard Expert Selector,0.837005078792572,0.5996809601783752,34
12148,Random Forest,0.8560840269476909,0.7026802010657207,34
12148,Context-Aware Selective Learning,0.8581061959266663,0.6386158466339111,34
12148,Deep Context LSTM (No TL),0.9467038512229919,0.7487308382987976,34
12162,Random Forest,1.351042112666743,0.9983635151772338,37
12162,Deep Context LSTM (Always TL),1.4974207878112793,1.1336621046066284,37
12162,Site-Hard Expert Selector,1.4974207878112793,1.1336621046066284,37
12162,Context-Aware Selective Learning,1.5015761852264404,1.12409245967865,37
12162,Deep Context LSTM (No TL),1.513566493988037,1.1596770286560059,37
12164,Random Forest,0.5680622844694891,0.46590365320714294,37
12164,Deep Context LSTM (Always TL),0.7268102169036865,0.5913895964622498,37
12164,Site-Hard Expert Selector,0.7268102169036865,0.5913895964622498,37
12164,Context-Aware Selective Learning,0.7376003265380859,0.6001991629600525,37
12164,Deep Context LSTM (No TL),0.77399742603302,0.6299627423286438,37
12171,Random Forest,1.220866485170386,0.887418151404546,35
12171,Deep Context LSTM (No TL),1.2306849956512451,0.9674761891365051,35
12171,Context-Aware Selective Learning,1.2464901208877563,0.9759103059768677,35
12171,Deep Context LSTM (Always TL),1.2749913930892944,1.0062960386276245,35
12171,Site-Hard Expert Selector,1.2749913930892944,1.0062960386276245,35
12178,Random Forest,1.0929992583814856,0.9303380781269484,28
12178,Deep Context LSTM (No TL),1.409913420677185,1.1746623516082764,28
12178,Context-Aware Selective Learning,1.4462333917617798,1.2252777814865112,28
12178,Deep Context LSTM (Always TL),1.4963815212249756,1.293804407119751,28
12178,Site-Hard Expert Selector,1.4963815212249756,1.293804407119751,28
12179,Random Forest,0.9082125279907471,0.6899646934559642,31
12179,Deep Context LSTM (No TL),1.0278445482254028,0.7718193531036377,31
12179,Context-Aware Selective Learning,1.0453884601593018,0.7937525510787964,31
12179,Deep Context LSTM (Always TL),1.0926154851913452,0.8279817700386047,31
12179,Site-Hard Expert Selector,1.0926154851913452,0.8279817700386047,31
12192,Random Forest,0.5798452062180639,0.4761513859656141,30
12192,Deep Context LSTM (No TL),0.7834404706954956,0.6106129288673401,30
12192,Context-Aware Selective Learning,0.8060600757598877,0.6276952624320984,30
12192,Deep Context LSTM (Always TL),0.8272218704223633,0.630188524723053,30
12192,Site-Hard Expert Selector,0.8272218704223633,0.630188524723053,30
12195,Deep Context LSTM (No TL),1.7807120084762573,1.325244426727295,36
12195,Context-Aware Selective Learning,1.7936996221542358,1.3562791347503662,36
12195,Deep Context LSTM (Always TL),1.8153965473175049,1.3857771158218384,36
12195,Site-Hard Expert Selector,1.8153965473175049,1.3857771158218384,36
12195,Random Forest,1.8985680194473475,1.4300890250746183,36
12198,Random Forest,1.0976641147980226,0.8115715591346087,33
12198,Context-Aware Selective Learning,1.1284388303756714,0.7444944381713867,33
12198,Deep Context LSTM (No TL),1.13432776927948,0.7592349052429199,33
12198,Deep Context LSTM (Always TL),1.144536018371582,0.7696312665939331,33
12198,Site-Hard Expert Selector,1.144536018371582,0.7696312665939331,33
12202,Context-Aware Selective Learning,1.8179868459701538,1.2808818817138672,37
12202,Deep Context LSTM (No TL),1.831274151802063,1.3076726198196411,37
12202,Deep Context LSTM (Always TL),1.8383530378341675,1.2994636297225952,37
12202,Site-Hard Expert Selector,1.8383530378341675,1.2994636297225952,37
12202,Random Forest,1.8646268672948136,1.2402566976597802,37
12208,Context-Aware Selective Learning,0.7071663737297058,0.5266515612602234,37
12208,Deep Context LSTM (Always TL),0.7166410684585571,0.5198935866355896,37
12208,Site-Hard Expert Selector,0.7166410684585571,0.5198935866355896,37
12208,Deep Context LSTM (No TL),0.7348027229309082,0.5987759232521057,37
12208,Random Forest,0.7477432003277794,0.6256815240565373,37
12211,Deep Context LSTM (Always TL),2.0931365489959717,1.4337233304977417,36
12211,Site-Hard Expert Selector,2.0931365489959717,1.4337233304977417,36
12211,Context-Aware Selective Learning,2.1129167079925537,1.4310812950134277,36
12211,Deep Context LSTM (No TL),2.142669916152954,1.4315478801727295,36
12211,Random Forest,2.270869273402047,1.5126709051745622,36
12215,Random Forest,1.2933512587231513,1.0222813429786808,31
12215,Deep Context LSTM (No TL),1.4631595611572266,1.2275307178497314,31
12215,Context-Aware Selective Learning,1.5454860925674438,1.3061323165893555,31
12215,Deep Context LSTM (Always TL),1.6191346645355225,1.3712780475616455,31
12215,Site-Hard Expert Selector,1.6191346645355225,1.3712780475616455,31
12216,Random Forest,1.351079647234991,0.9877840924271747,37
12216,Context-Aware Selective Learning,1.3700298070907593,1.0920919179916382,37
12216,Deep Context LSTM (Always TL),1.3713372945785522,1.122252106666565,37
12216,Site-Hard Expert Selector,1.3713372945785522,1.122252106666565,37
12216,Deep Context LSTM (No TL),1.3862383365631104,1.087086796760559,37
12225,Random Forest,1.2815168202551572,0.951988877559202,37
12225,Deep Context LSTM (No TL),1.348046898841858,0.9832383990287781,37
12225,Context-Aware Selective Learning,1.3554677963256836,1.0305938720703125,37
12225,Deep Context LSTM (Always TL),1.376893401145935,1.083048701286316,37
12225,Site-Hard Expert Selector,1.376893401145935,1.083048701286316,37
12232,Random Forest,0.8606029892853456,0.6886558250036929,37
12232,Deep Context LSTM (No TL),1.0372921228408813,0.8262816667556763,37
12232,Context-Aware Selective Learning,1.0749388933181763,0.8603795766830444,37
