site_id,driver_code,driver,lag,corr,n_overlap,coverage_months,abs_corr,driver_lag
29756,pr_a,Precipitation anomaly,2,0.10490907829717262,125,125,0.10490907829717262,Precipitation t-2
29756,pr_a,Precipitation anomaly,3,0.009400738339210072,125,125,0.009400738339210072,Precipitation t-3
29756,sm_a,Soil moisture anomaly,1,0.027647825171215466,125,125,0.027647825171215466,Soil moisture t-1
29756,sm_a,Soil moisture anomaly,2,0.012561948161830054,125,125,0.012561948161830054,Soil moisture t-2
29756,sm_a,Soil moisture anomaly,3,0.10053278389265363,125,125,0.10053278389265363,Soil moisture t-3
29794,tsmp_wtda,TSMP wtda,1,0.046049504315529455,98,98,0.046049504315529455,TSMP wtda t-1
29794,tsmp_wtda,TSMP wtda,2,-0.002233207025539334,98,98,0.002233207025539334,TSMP wtda t-2
29794,tsmp_wtda,TSMP wtda,3,0.03504484903780095,98,98,0.03504484903780095,TSMP wtda t-3
29794,pr_a,Precipitation anomaly,1,0.4054979022761113,98,98,0.4054979022761113,Precipitation t-1
29794,pr_a,Precipitation anomaly,2,-0.07214906701971255,98,98,0.07214906701971255,Precipitation t-2
29794,pr_a,Precipitation anomaly,3,-0.05023304361295801,98,98,0.05023304361295801,Precipitation t-3
29794,sm_a,Soil moisture anomaly,1,-0.26086802539788073,98,98,0.26086802539788073,Soil moisture t-1
29794,sm_a,Soil moisture anomaly,2,-0.15375394614728202,98,98,0.15375394614728202,Soil moisture t-2
29794,sm_a,Soil moisture anomaly,3,-0.2546371008901395,98,98,0.2546371008901395,Soil moisture t-3
29812,tsmp_wtda,TSMP wtda,1,0.15727994141334,131,131,0.15727994141334,TSMP wtda t-1
29812,tsmp_wtda,TSMP wtda,2,0.1583235537062096,131,131,0.1583235537062096,TSMP wtda t-2
29812,tsmp_wtda,TSMP wtda,3,0.19047286603751004,131,131,0.19047286603751004,TSMP wtda t-3
29812,pr_a,Precipitation anomaly,1,0.24427240068941006,131,131,0.24427240068941006,Precipitation t-1
29812,pr_a,Precipitation anomaly,2,0.22937458329491436,131,131,0.22937458329491436,Precipitation t-2
29812,pr_a,Precipitation anomaly,3,0.25965857555399197,131,131,0.25965857555399197,Precipitation t-3
29812,sm_a,Soil moisture anomaly,1,0.07292050550397378,131,131,0.07292050550397378,Soil moisture t-1
29812,sm_a,Soil moisture anomaly,2,-0.0217703009158088,131,131,0.0217703009158088,Soil moisture t-2
29812,sm_a,Soil moisture anomaly,3,-0.08661908769488247,131,131,0.08661908769488247,Soil moisture t-3
29828,tsmp_wtda,TSMP wtda,1,0.029548439065934594,61,61,0.029548439065934594,TSMP wtda t-1
29828,tsmp_wtda,TSMP wtda,2,0.012733101201576611,61,61,0.012733101201576611,TSMP wtda t-2
29828,tsmp_wtda,TSMP wtda,3,0.10721826452021263,61,61,0.10721826452021263,TSMP wtda t-3
29828,pr_a,Precipitation anomaly,1,-0.036527082029807326,61,61,0.036527082029807326,Precipitation t-1
29828,pr_a,Precipitation anomaly,2,0.16642220941701313,61,61,0.16642220941701313,Precipitation t-2
29828,pr_a,Precipitation anomaly,3,0.10465669140641352,61,61,0.10465669140641352,Precipitation t-3
29828,sm_a,Soil moisture anomaly,1,0.15336278627260433,61,61,0.15336278627260433,Soil moisture t-1
29828,sm_a,Soil moisture anomaly,2,0.14860600462131338,61,61,0.14860600462131338,Soil moisture t-2
29828,sm_a,Soil moisture anomaly,3,-0.07032855358591966,61,61,0.07032855358591966,Soil moisture t-3
29829,tsmp_wtda,TSMP wtda,1,0.1271708014673707,122,122,0.1271708014673707,TSMP wtda t-1
29829,tsmp_wtda,TSMP wtda,2,0.1564848355477349,122,122,0.1564848355477349,TSMP wtda t-2
29829,tsmp_wtda,TSMP wtda,3,0.17086643817100544,122,122,0.17086643817100544,TSMP wtda t-3
29829,pr_a,Precipitation anomaly,1,0.1430325862476833,122,122,0.1430325862476833,Precipitation t-1
29829,pr_a,Precipitation anomaly,2,0.22587700634016122,122,122,0.22587700634016122,Precipitation t-2
29829,pr_a,Precipitation anomaly,3,0.2908128429051885,122,122,0.2908128429051885,Precipitation t-3
29829,sm_a,Soil moisture anomaly,1,0.12674885587927992,122,122,0.12674885587927992,Soil moisture t-1
