site_id,driver_code,driver,lag,corr,n_overlap,coverage_months,abs_corr,driver_lag
29861,sm_a,Soil moisture anomaly,3,-0.11440723463174705,86,86,0.11440723463174705,Soil moisture t-3
29861,tsmp_wtda,TSMP wtda,3,0.17024343785203466,86,86,0.17024343785203466,TSMP wtda t-3
29908,pr_a,Precipitation anomaly,3,0.1822628418444638,122,122,0.1822628418444638,Precipitation t-3
29908,sm_a,Soil moisture anomaly,3,-0.15529220107953273,122,122,0.15529220107953273,Soil moisture t-3
29908,tsmp_wtda,TSMP wtda,1,-0.14496499284821673,122,122,0.14496499284821673,TSMP wtda t-1
29909,pr_a,Precipitation anomaly,3,0.08460786214064889,46,46,0.08460786214064889,Precipitation t-3
29909,sm_a,Soil moisture anomaly,2,0.337803176920899,46,46,0.337803176920899,Soil moisture t-2
29909,tsmp_wtda,TSMP wtda,3,-0.22178373385033998,46,46,0.22178373385033998,TSMP wtda t-3
29931,pr_a,Precipitation anomaly,3,-0.0367720034801667,154,154,0.0367720034801667,Precipitation t-3
29931,sm_a,Soil moisture anomaly,3,0.11919270821146619,154,154,0.11919270821146619,Soil moisture t-3
29931,tsmp_wtda,TSMP wtda,1,-0.12335753715288005,154,154,0.12335753715288005,TSMP wtda t-1
29961,pr_a,Precipitation anomaly,3,-0.24390810991239714,145,145,0.24390810991239714,Precipitation t-3
29961,sm_a,Soil moisture anomaly,3,-0.1605334346290914,145,145,0.1605334346290914,Soil moisture t-3
29961,tsmp_wtda,TSMP wtda,2,0.13505492160235483,145,145,0.13505492160235483,TSMP wtda t-2
29971,pr_a,Precipitation anomaly,3,-0.020111695331555803,43,43,0.020111695331555803,Precipitation t-3
29971,sm_a,Soil moisture anomaly,3,0.10100185401673135,43,43,0.10100185401673135,Soil moisture t-3
29971,tsmp_wtda,TSMP wtda,2,-0.12651112381601448,43,43,0.12651112381601448,TSMP wtda t-2
29982,pr_a,Precipitation anomaly,1,-0.1185879130193903,128,128,0.1185879130193903,Precipitation t-1
29982,sm_a,Soil moisture anomaly,3,0.29384413827459765,128,128,0.29384413827459765,Soil moisture t-3
29982,tsmp_wtda,TSMP wtda,3,-0.16259382436059247,128,128,0.16259382436059247,TSMP wtda t-3
29997,pr_a,Precipitation anomaly,1,0.39944092125648506,29,29,0.39944092125648506,Precipitation t-1
29997,sm_a,Soil moisture anomaly,1,0.29515266509998495,29,29,0.29515266509998495,Soil moisture t-1
29997,tsmp_wtda,TSMP wtda,2,-0.4750893316538325,29,29,0.4750893316538325,TSMP wtda t-2
30035,pr_a,Precipitation anomaly,2,0.1735319054657431,126,126,0.1735319054657431,Precipitation t-2
30035,sm_a,Soil moisture anomaly,1,0.18300530298053858,126,126,0.18300530298053858,Soil moisture t-1
30035,tsmp_wtda,TSMP wtda,1,-0.1040112385510884,126,126,0.1040112385510884,TSMP wtda t-1
30066,pr_a,Precipitation anomaly,1,0.05681874739652631,179,179,0.05681874739652631,Precipitation t-1
30066,sm_a,Soil moisture anomaly,3,-0.11858406172735045,179,179,0.11858406172735045,Soil moisture t-3
30066,tsmp_wtda,TSMP wtda,1,-0.07697569999429688,179,179,0.07697569999429688,TSMP wtda t-1
30104,pr_a,Precipitation anomaly,3,0.10599408231468617,125,125,0.10599408231468617,Precipitation t-3
30104,sm_a,Soil moisture anomaly,1,0.15563572313192517,125,125,0.15563572313192517,Soil moisture t-1
30104,tsmp_wtda,TSMP wtda,3,-0.12061216963443933,125,125,0.12061216963443933,TSMP wtda t-3
30225,pr_a,Precipitation anomaly,2,0.03435446097499703,120,120,0.03435446097499703,Precipitation t-2
30225,sm_a,Soil moisture anomaly,1,0.09491609164794318,120,120,0.09491609164794318,Soil moisture t-1
30225,tsmp_wtda,TSMP wtda,2,0.141895611687342,120,120,0.141895611687342,TSMP wtda t-2
