site_id,driver_code,driver,lag,corr,n_overlap,coverage_months
29861,tsmp_wtda,TSMP wtda,1,0.09500901475012687,85,86
29861,pr_a,Precipitation anomaly,1,-0.03621287038583637,85,86
29861,sm_a,Soil moisture anomaly,1,-0.054315935686232705,85,86
29908,tsmp_wtda,TSMP wtda,1,-0.2035810258941227,121,122
29908,pr_a,Precipitation anomaly,1,0.13935996944021467,121,122
29908,sm_a,Soil moisture anomaly,1,0.06632046300932776,121,122
29909,tsmp_wtda,TSMP wtda,1,-0.04042830297679448,45,46
29909,pr_a,Precipitation anomaly,1,0.1641131401315374,45,46
29909,sm_a,Soil moisture anomaly,1,0.16420828234758564,45,46
29931,tsmp_wtda,TSMP wtda,1,-0.07538135972015823,153,154
29931,pr_a,Precipitation anomaly,1,-0.22373533859843023,153,154
29931,sm_a,Soil moisture anomaly,1,0.06277687020466217,153,154
29961,tsmp_wtda,TSMP wtda,1,0.07215176288031427,144,145
29961,pr_a,Precipitation anomaly,1,-0.081672267157801,144,145
29961,sm_a,Soil moisture anomaly,1,-0.03502664556609943,144,145
29971,tsmp_wtda,TSMP wtda,1,0.027151315714851958,42,43
29971,pr_a,Precipitation anomaly,1,0.10233899833951514,42,43
29971,sm_a,Soil moisture anomaly,1,0.028997486745460044,42,43
29982,tsmp_wtda,TSMP wtda,1,-0.14091703414539872,127,128
29982,pr_a,Precipitation anomaly,1,-0.14985782517694973,127,128
29982,sm_a,Soil moisture anomaly,1,0.11031425019104789,127,128
29997,tsmp_wtda,TSMP wtda,1,-0.49367172887922534,28,29
29997,pr_a,Precipitation anomaly,1,-0.06298808283165468,28,29
29997,sm_a,Soil moisture anomaly,1,0.005511987279781553,28,29
30035,tsmp_wtda,TSMP wtda,1,-0.023939310301112494,125,126
30035,pr_a,Precipitation anomaly,1,-0.020579160714904374,125,126
30035,sm_a,Soil moisture anomaly,1,0.10537848037020116,125,126
30066,tsmp_wtda,TSMP wtda,1,-0.04958300375143482,178,179
30066,pr_a,Precipitation anomaly,1,0.035591534215021065,178,179
30066,sm_a,Soil moisture anomaly,1,-0.05698066694865478,178,179
30104,tsmp_wtda,TSMP wtda,1,-0.0016007449759746623,124,125
30104,pr_a,Precipitation anomaly,1,0.03324313065428183,124,125
30104,sm_a,Soil moisture anomaly,1,0.029735440033580172,124,125
30225,tsmp_wtda,TSMP wtda,1,0.11893125703023773,119,120
30225,pr_a,Precipitation anomaly,1,0.044176046714273144,119,120
30225,sm_a,Soil moisture anomaly,1,-0.008406147438838387,119,120
30247,tsmp_wtda,TSMP wtda,1,0.27485134248483917,84,85
30247,pr_a,Precipitation anomaly,1,0.04706733495724181,84,85
30247,sm_a,Soil moisture anomaly,1,0.1660638261347642,84,85
30249,tsmp_wtda,TSMP wtda,1,-0.08741870347335917,112,113
30249,pr_a,Precipitation anomaly,1,-0.10667109174712458,112,113
30249,sm_a,Soil moisture anomaly,1,0.13529676534148471,112,113
30265,tsmp_wtda,TSMP wtda,1,0.13344381134747751,150,151
30265,pr_a,Precipitation anomaly,1,-0.14176338165707258,150,151
30265,sm_a,Soil moisture anomaly,1,0.10906845058924333,150,151
30341,tsmp_wtda,TSMP wtda,1,-0.3446030446813295,121,122
30341,pr_a,Precipitation anomaly,1,-0.04042596982824799,121,122
30341,sm_a,Soil moisture anomaly,1,0.20623697771476368,121,122
30380,tsmp_wtda,TSMP wtda,1,0.1491565312594612,65,66
30380,pr_a,Precipitation anomaly,1,-0.12250902336146184,65,66
30380,sm_a,Soil moisture anomaly,1,-0.03670455939769953,65,66
30385,tsmp_wtda,TSMP wtda,1,-0.07508502554337783,121,122
30385,pr_a,Precipitation anomaly,1,0.14454028829496512,121,122
30385,sm_a,Soil moisture anomaly,1,0.1299434097281475,121,122
30425,tsmp_wtda,TSMP wtda,1,0.10962910544899346,126,127
30425,pr_a,Precipitation anomaly,1,0.11667464769917732,126,127
30425,sm_a,Soil moisture anomaly,1,0.037394930489542226,126,127
30427,tsmp_wtda,TSMP wtda,1,-0.10584629545106754,126,127
30427,pr_a,Precipitation anomaly,1,0.00914591628968411,126,127
30427,sm_a,Soil moisture anomaly,1,0.2170852670522145,126,127
30474,tsmp_wtda,TSMP wtda,1,-0.11976801005081901,138,139
30474,pr_a,Precipitation anomaly,1,0.1273609289557696,138,139
30474,sm_a,Soil moisture anomaly,1,0.05668364520585254,138,139
30578,tsmp_wtda,TSMP wtda,1,-0.0906028483770158,153,154
30578,pr_a,Precipitation anomaly,1,-0.09909876066208892,153,154
30578,sm_a,Soil moisture anomaly,1,0.07707860723955999,153,154
30586,tsmp_wtda,TSMP wtda,1,0.0705764779739832,149,150
30586,pr_a,Precipitation anomaly,1,-0.006097058920229771,149,150
30586,sm_a,Soil moisture anomaly,1,-0.03949620206754218,149,150
30638,tsmp_wtda,TSMP wtda,1,0.18478659759760369,65,66
30638,pr_a,Precipitation anomaly,1,0.36670387727412873,65,66
30638,sm_a,Soil moisture anomaly,1,-0.09685548075622076,65,66
30656,tsmp_wtda,TSMP wtda,1,0.2338957948936325,105,106
30656,pr_a,Precipitation anomaly,1,-0.07645689184036843,105,106
30656,sm_a,Soil moisture anomaly,1,-0.008894372927223277,105,106
30760,tsmp_wtda,TSMP wtda,1,0.23555854764423287,131,132
30760,pr_a,Precipitation anomaly,1,0.08827387878997134,131,132
30760,sm_a,Soil moisture anomaly,1,-0.19418798050734157,131,132
30788,tsmp_wtda,TSMP wtda,1,0.2681580846965767,80,81
30788,pr_a,Precipitation anomaly,1,-0.024967040859339335,80,81
30788,sm_a,Soil moisture anomaly,1,-0.07066872824512116,80,81
30795,tsmp_wtda,TSMP wtda,1,-0.04939874029783181,136,137
30795,pr_a,Precipitation anomaly,1,0.14196749804125045,136,137
30795,sm_a,Soil moisture anomaly,1,-0.07131967306554261,136,137
30808,tsmp_wtda,TSMP wtda,1,-0.1181893776560681,120,121
30808,pr_a,Precipitation anomaly,1,-0.07883259393509859,120,121
30808,sm_a,Soil moisture anomaly,1,0.0011744263376523528,120,121
30832,tsmp_wtda,TSMP wtda,1,-0.028354176609067687,121,122
30832,pr_a,Precipitation anomaly,1,0.18734364150899985,121,122
30832,sm_a,Soil moisture anomaly,1,-0.010398827913676334,121,122
30868,tsmp_wtda,TSMP wtda,1,-0.18664685398663705,133,134
30868,pr_a,Precipitation anomaly,1,-0.04471721718617805,133,134
30868,sm_a,Soil moisture anomaly,1,0.24895566146064124,133,134
30919,tsmp_wtda,TSMP wtda,1,-0.041351976043520575,110,111
30919,pr_a,Precipitation anomaly,1,0.19016024340762527,110,111
30919,sm_a,Soil moisture anomaly,1,-0.008099381977422247,110,111
30981,tsmp_wtda,TSMP wtda,1,0.24829190640075374,35,36
30981,pr_a,Precipitation anomaly,1,0.23786149110733001,35,36
30981,sm_a,Soil moisture anomaly,1,0.053064269177898894,35,36
31008,tsmp_wtda,TSMP wtda,1,0.01827072842611313,120,121
31008,pr_a,Precipitation anomaly,1,-0.016426333697193676,120,121
31008,sm_a,Soil moisture anomaly,1,-0.09304227945216843,120,121
31022,tsmp_wtda,TSMP wtda,1,-0.02040273602248614,113,114
31022,pr_a,Precipitation anomaly,1,0.2612998601782464,113,114
31022,sm_a,Soil moisture anomaly,1,-0.10008983277835207,113,114
31032,tsmp_wtda,TSMP wtda,1,0.06621864870820492,137,138
31032,pr_a,Precipitation anomaly,1,-0.018205417628515554,137,138
31032,sm_a,Soil moisture anomaly,1,0.06594127745533411,137,138
31064,tsmp_wtda,TSMP wtda,1,-0.20769314687577772,137,138
31064,pr_a,Precipitation anomaly,1,-0.17378871280609204,137,138
31064,sm_a,Soil moisture anomaly,1,0.16575598168667013,137,138
31247,tsmp_wtda,TSMP wtda,1,-0.09617180205581816,64,65
31247,pr_a,Precipitation anomaly,1,0.38862777075810817,64,65
31247,sm_a,Soil moisture anomaly,1,0.12232619622412322,64,65
31257,tsmp_wtda,TSMP wtda,1,0.0965593111608597,148,149
31257,pr_a,Precipitation anomaly,1,0.024390208248183765,148,149
31257,sm_a,Soil moisture anomaly,1,0.04206250294412816,148,149
31324,tsmp_wtda,TSMP wtda,1,-0.10433736750711493,166,167
31324,pr_a,Precipitation anomaly,1,-0.05889848591884391,166,167
31324,sm_a,Soil moisture anomaly,1,0.06276758919355507,166,167
31343,tsmp_wtda,TSMP wtda,1,-0.07131791264160033,117,118
31343,pr_a,Precipitation anomaly,1,0.11989866091526404,117,118
31343,sm_a,Soil moisture anomaly,1,0.014147452480135542,117,118
31403,tsmp_wtda,TSMP wtda,1,0.0539340753488694,124,125
31403,pr_a,Precipitation anomaly,1,0.11004183734070416,124,125
31403,sm_a,Soil moisture anomaly,1,0.00386094575837809,124,125
31425,tsmp_wtda,TSMP wtda,1,-0.12233611442044706,141,142
31425,pr_a,Precipitation anomaly,1,-0.22018933142457078,141,142
31425,sm_a,Soil moisture anomaly,1,0.004589220276230042,141,142
31482,tsmp_wtda,TSMP wtda,1,-0.21556216888399046,155,156
31482,pr_a,Precipitation anomaly,1,-0.2089234083867047,155,156
31482,sm_a,Soil moisture anomaly,1,0.019775383340047397,155,156
31515,tsmp_wtda,TSMP wtda,1,0.0736014705568014,123,124
31515,pr_a,Precipitation anomaly,1,-0.05056703119100584,123,124
31515,sm_a,Soil moisture anomaly,1,0.11273780655169983,123,124
31528,tsmp_wtda,TSMP wtda,1,0.12324285853814732,87,88
31528,pr_a,Precipitation anomaly,1,0.01315106526607804,87,88
31528,sm_a,Soil moisture anomaly,1,-0.011807175334643994,87,88
31541,tsmp_wtda,TSMP wtda,1,-0.010933090535979234,130,131
31541,pr_a,Precipitation anomaly,1,0.017091659853943352,130,131
31541,sm_a,Soil moisture anomaly,1,0.026933058214929882,130,131
31543,tsmp_wtda,TSMP wtda,1,0.14840388309191616,120,121
31543,pr_a,Precipitation anomaly,1,0.18148145352172754,120,121
31543,sm_a,Soil moisture anomaly,1,-0.147261075649293,120,121
31567,tsmp_wtda,TSMP wtda,1,-0.05830501250942777,125,126
31567,pr_a,Precipitation anomaly,1,0.0029077747721871897,125,126
31567,sm_a,Soil moisture anomaly,1,0.058550988773396415,125,126
31593,tsmp_wtda,TSMP wtda,1,-0.0835104229290453,73,74
31593,pr_a,Precipitation anomaly,1,0.03399857827123858,73,74
31593,sm_a,Soil moisture anomaly,1,0.057429635474783525,73,74
31631,tsmp_wtda,TSMP wtda,1,0.16634498135993134,120,121
31631,pr_a,Precipitation anomaly,1,-0.04650592025199884,120,121
31631,sm_a,Soil moisture anomaly,1,-0.04618467102117892,120,121
31642,tsmp_wtda,TSMP wtda,1,0.1747669563932315,78,79
31642,pr_a,Precipitation anomaly,1,0.07028789573984287,78,79
31642,sm_a,Soil moisture anomaly,1,0.04718749237644187,78,79
31683,tsmp_wtda,TSMP wtda,1,0.08266481678668612,114,115
31683,pr_a,Precipitation anomaly,1,0.19682486937996163,114,115
31683,sm_a,Soil moisture anomaly,1,-0.10635858958081575,114,115
31688,tsmp_wtda,TSMP wtda,1,-0.16935803912565423,120,121
31688,pr_a,Precipitation anomaly,1,0.12239674780016468,120,121
31688,sm_a,Soil moisture anomaly,1,0.19138053964437607,120,121
31696,tsmp_wtda,TSMP wtda,1,0.06635455622301822,142,143
31696,pr_a,Precipitation anomaly,1,0.1752476171561607,142,143
31696,sm_a,Soil moisture anomaly,1,0.007644688188426477,142,143
31792,tsmp_wtda,TSMP wtda,1,0.0462302613249267,58,59
31792,pr_a,Precipitation anomaly,1,0.2015755156272299,58,59
31792,sm_a,Soil moisture anomaly,1,0.06282967366462901,58,59
31854,tsmp_wtda,TSMP wtda,1,-0.009899202509121957,131,132
31854,pr_a,Precipitation anomaly,1,0.10393465589914698,131,132
31854,sm_a,Soil moisture anomaly,1,0.10577774195323376,131,132
31920,tsmp_wtda,TSMP wtda,1,-0.19933923079877525,122,123
31920,pr_a,Precipitation anomaly,1,-0.14660225231656027,122,123
31920,sm_a,Soil moisture anomaly,1,0.2609287879998324,122,123
31933,tsmp_wtda,TSMP wtda,1,-0.2033014516392098,151,152
31933,pr_a,Precipitation anomaly,1,-0.1931919680584327,151,152
31933,sm_a,Soil moisture anomaly,1,0.08763102794276573,151,152
31939,tsmp_wtda,TSMP wtda,1,-0.07533700391483776,140,141
31939,pr_a,Precipitation anomaly,1,-0.17432575464095,140,141
31939,sm_a,Soil moisture anomaly,1,0.08298937546805549,140,141
31951,tsmp_wtda,TSMP wtda,1,0.6634254389298508,19,20
31951,pr_a,Precipitation anomaly,1,0.10829960456588143,19,20
31951,sm_a,Soil moisture anomaly,1,0.23235335966903728,19,20
31988,tsmp_wtda,TSMP wtda,1,0.15428762420196046,121,122
31988,pr_a,Precipitation anomaly,1,0.10230230653725489,121,122
31988,sm_a,Soil moisture anomaly,1,-0.04052261146268907,121,122
31997,tsmp_wtda,TSMP wtda,1,0.06883124271307081,115,116
31997,pr_a,Precipitation anomaly,1,0.06977957923080239,115,116
31997,sm_a,Soil moisture anomaly,1,-0.09930325703969897,115,116
32135,tsmp_wtda,TSMP wtda,1,0.16864812466193857,80,81
32135,pr_a,Precipitation anomaly,1,-0.10951989122191746,80,81
32135,sm_a,Soil moisture anomaly,1,0.07360257384721211,80,81
32138,tsmp_wtda,TSMP wtda,1,0.14395982140056918,120,121
32138,pr_a,Precipitation anomaly,1,0.023189910480864454,120,121
32138,sm_a,Soil moisture anomaly,1,-0.08139346642987151,120,121
32189,tsmp_wtda,TSMP wtda,1,0.0073103384242954065,120,121
32189,pr_a,Precipitation anomaly,1,0.07244043358259275,120,121
32189,sm_a,Soil moisture anomaly,1,0.015154187285848969,120,121
32219,tsmp_wtda,TSMP wtda,1,0.040359246269067284,108,109
32219,pr_a,Precipitation anomaly,1,0.0546450811496025,108,109
32219,sm_a,Soil moisture anomaly,1,0.0504274527243505,108,109
32332,tsmp_wtda,TSMP wtda,1,-0.11285898682063716,125,126
32332,pr_a,Precipitation anomaly,1,0.08078452214909454,125,126
32332,sm_a,Soil moisture anomaly,1,0.08370692033071776,125,126
32804,tsmp_wtda,TSMP wtda,1,0.046510875276046165,77,78
32804,pr_a,Precipitation anomaly,1,0.06977128963312262,77,78
32804,sm_a,Soil moisture anomaly,1,-0.08155665317317003,77,78
33050,tsmp_wtda,TSMP wtda,1,0.22386616901808026,140,141
33050,pr_a,Precipitation anomaly,1,-0.008546351405675714,140,141
33050,sm_a,Soil moisture anomaly,1,-0.38138990281291546,140,141
104122,tsmp_wtda,TSMP wtda,1,-0.08898488556341526,152,153
104122,pr_a,Precipitation anomaly,1,0.011378751717391652,152,153
104122,sm_a,Soil moisture anomaly,1,0.0685579808937803,152,153
104211,tsmp_wtda,TSMP wtda,1,0.18160880405341218,146,147
104211,pr_a,Precipitation anomaly,1,-0.08599199064777945,146,147
104211,sm_a,Soil moisture anomaly,1,0.00762432883207292,146,147
9689,tsmp_wtda,TSMP wtda,2,0.3160906582595761,114,116
9689,pr_a,Precipitation anomaly,2,-0.024687307551785626,114,116
9689,sm_a,Soil moisture anomaly,2,0.023201638428565624,114,116
9943,tsmp_wtda,TSMP wtda,2,0.21762749066878959,175,177
9943,pr_a,Precipitation anomaly,2,0.1907943036080186,175,177
9943,sm_a,Soil moisture anomaly,2,0.002886060385825096,175,177
10385,tsmp_wtda,TSMP wtda,2,0.3185503196004951,168,170
10385,pr_a,Precipitation anomaly,2,0.08007692791117081,168,170
10385,sm_a,Soil moisture anomaly,2,-0.23325125812326833,168,170
18022,tsmp_wtda,TSMP wtda,2,0.022801722028158982,65,67
18022,pr_a,Precipitation anomaly,2,-0.0032859990336955433,65,67
18022,sm_a,Soil moisture anomaly,2,-0.06915471310562125,65,67
18027,tsmp_wtda,TSMP wtda,2,0.3333714608389632,65,67
18027,pr_a,Precipitation anomaly,2,-0.14953771149727405,65,67
18027,sm_a,Soil moisture anomaly,2,-0.06076003609939096,65,67
18055,tsmp_wtda,TSMP wtda,2,-0.5731138633058656,65,67
18055,pr_a,Precipitation anomaly,2,-0.013051548910715714,65,67
18055,sm_a,Soil moisture anomaly,2,0.045453923072457034,65,67
18086,tsmp_wtda,TSMP wtda,2,-0.529190275590951,65,67
18086,pr_a,Precipitation anomaly,2,0.07644026758833299,65,67
18086,sm_a,Soil moisture anomaly,2,0.11315421478393681,65,67
29249,tsmp_wtda,TSMP wtda,2,0.04422652238842786,122,124
29249,pr_a,Precipitation anomaly,2,0.05010062123227248,122,124
29249,sm_a,Soil moisture anomaly,2,0.012938746526094922,122,124
29263,tsmp_wtda,TSMP wtda,2,-0.0727084435475182,129,131
29263,pr_a,Precipitation anomaly,2,0.20914923813552708,129,131
29263,sm_a,Soil moisture anomaly,2,0.1498216163333861,129,131
29357,tsmp_wtda,TSMP wtda,2,0.0031915961367000784,125,127
29357,pr_a,Precipitation anomaly,2,0.14186898165347714,125,127
29357,sm_a,Soil moisture anomaly,2,-0.010188886235712465,125,127
29366,tsmp_wtda,TSMP wtda,2,0.15075189991850058,125,127
29366,pr_a,Precipitation anomaly,2,0.14114865230591764,125,127
29366,sm_a,Soil moisture anomaly,2,0.004043262984657774,125,127
29373,tsmp_wtda,TSMP wtda,2,-0.1856380390277891,110,112
29373,pr_a,Precipitation anomaly,2,-0.027848574231914187,110,112
29373,sm_a,Soil moisture anomaly,2,0.06979809098414691,110,112
29419,tsmp_wtda,TSMP wtda,2,0.0015237125100054619,134,136
29419,pr_a,Precipitation anomaly,2,-0.3688836428190418,134,136
29419,sm_a,Soil moisture anomaly,2,-0.02759951101096273,134,136
29465,tsmp_wtda,TSMP wtda,2,-0.15359222256667623,75,77
29465,pr_a,Precipitation anomaly,2,-0.0032241246634981324,75,77
29465,sm_a,Soil moisture anomaly,2,0.13828017215712451,75,77
29476,tsmp_wtda,TSMP wtda,2,-0.0834854665698255,120,122
29476,pr_a,Precipitation anomaly,2,0.017841085638315348,120,122
29476,sm_a,Soil moisture anomaly,2,0.08321503122975116,120,122
29532,tsmp_wtda,TSMP wtda,2,0.1438357457662189,118,120
29532,pr_a,Precipitation anomaly,2,0.05545618388594857,118,120
29532,sm_a,Soil moisture anomaly,2,-0.22652358788506435,118,120
29570,tsmp_wtda,TSMP wtda,2,0.03886658278607137,109,111
29570,pr_a,Precipitation anomaly,2,0.17439476142100138,109,111
29570,sm_a,Soil moisture anomaly,2,0.06558656289264732,109,111
29581,tsmp_wtda,TSMP wtda,2,-0.5716884497822854,33,35
29581,pr_a,Precipitation anomaly,2,0.08326106281508491,33,35
29581,sm_a,Soil moisture anomaly,2,0.20940674679660964,33,35
29599,tsmp_wtda,TSMP wtda,2,0.05387796101228915,123,125
29599,pr_a,Precipitation anomaly,2,0.24132557554273446,123,125
29599,sm_a,Soil moisture anomaly,2,-0.05097903031427296,123,125
29655,tsmp_wtda,TSMP wtda,2,-0.1405786006890023,76,78
29655,pr_a,Precipitation anomaly,2,0.05290959510854401,76,78
29655,sm_a,Soil moisture anomaly,2,-0.015741494354782934,76,78
29680,tsmp_wtda,TSMP wtda,2,-0.29683094556130774,117,119
29680,pr_a,Precipitation anomaly,2,0.19205831845483745,117,119
29680,sm_a,Soil moisture anomaly,2,0.30028971501603363,117,119
29698,tsmp_wtda,TSMP wtda,2,0.180478906338108,28,30
29698,pr_a,Precipitation anomaly,2,-0.31271752975902645,28,30
29698,sm_a,Soil moisture anomaly,2,-0.36993211995932207,28,30
29708,tsmp_wtda,TSMP wtda,2,-0.280012676318466,117,119
29708,pr_a,Precipitation anomaly,2,-0.0833125760266017,117,119
29708,sm_a,Soil moisture anomaly,2,0.37439755930097984,117,119
29740,tsmp_wtda,TSMP wtda,2,-0.14954152563163145,88,90
29740,pr_a,Precipitation anomaly,2,0.040649330492677646,88,90
29740,sm_a,Soil moisture anomaly,2,0.018696372727069685,88,90
29756,tsmp_wtda,TSMP wtda,2,-0.2337692496968113,123,125
29756,pr_a,Precipitation anomaly,2,-0.00888966806205912,123,125
29756,sm_a,Soil moisture anomaly,2,0.19029965818532055,123,125
29794,tsmp_wtda,TSMP wtda,2,-0.06139259590561263,96,98
29794,pr_a,Precipitation anomaly,2,0.12731096215296167,96,98
29794,sm_a,Soil moisture anomaly,2,-0.0502228199590633,96,98
29812,tsmp_wtda,TSMP wtda,2,0.15593773483712592,129,131
29812,pr_a,Precipitation anomaly,2,0.27496734781462223,129,131
29812,sm_a,Soil moisture anomaly,2,-0.10247775323136703,129,131
29828,tsmp_wtda,TSMP wtda,2,-0.1672041954642292,59,61
29828,pr_a,Precipitation anomaly,2,0.1378369164926223,59,61
29828,sm_a,Soil moisture anomaly,2,0.1004881297022167,59,61
29829,tsmp_wtda,TSMP wtda,2,0.026355126498489007,120,122
29829,pr_a,Precipitation anomaly,2,0.2780336561637106,120,122
29829,sm_a,Soil moisture anomaly,2,-0.09973955397236674,120,122
29848,tsmp_wtda,TSMP wtda,2,-0.03671453475239099,128,130
29848,pr_a,Precipitation anomaly,2,-0.11928425551812445,128,130
29848,sm_a,Soil moisture anomaly,2,-0.101712340996268,128,130
29861,tsmp_wtda,TSMP wtda,2,-0.08858748292781887,84,86
29861,pr_a,Precipitation anomaly,2,0.06430663544484762,84,86
29861,sm_a,Soil moisture anomaly,2,0.04163384796487683,84,86
29908,tsmp_wtda,TSMP wtda,2,-0.016556445916143282,120,122
29908,pr_a,Precipitation anomaly,2,0.07406271718953569,120,122
29908,sm_a,Soil moisture anomaly,2,-0.20828760935449478,120,122
29909,tsmp_wtda,TSMP wtda,2,-0.2673661472779318,44,46
29909,pr_a,Precipitation anomaly,2,-0.1393587652576126,44,46
29909,sm_a,Soil moisture anomaly,2,-0.03991669713834419,44,46
29931,tsmp_wtda,TSMP wtda,2,-0.09319458846812392,152,154
29931,pr_a,Precipitation anomaly,2,-0.0024122773810891325,152,154
29931,sm_a,Soil moisture anomaly,2,0.15407427946851399,152,154
29961,tsmp_wtda,TSMP wtda,2,0.08256861741179315,143,145
29961,pr_a,Precipitation anomaly,2,-0.12289724828016844,143,145
29961,sm_a,Soil moisture anomaly,2,-0.029987078110735255,143,145
29971,tsmp_wtda,TSMP wtda,2,0.018250046874260756,41,43
29971,pr_a,Precipitation anomaly,2,0.11675804577489207,41,43
29971,sm_a,Soil moisture anomaly,2,0.32614546908642505,41,43
29982,tsmp_wtda,TSMP wtda,2,-0.2352130640633884,126,128
29982,pr_a,Precipitation anomaly,2,-0.2621493421930215,126,128
29982,sm_a,Soil moisture anomaly,2,0.11238461367813919,126,128
29997,tsmp_wtda,TSMP wtda,2,-0.539689614840728,27,29
29997,pr_a,Precipitation anomaly,2,0.17929687330710248,27,29
29997,sm_a,Soil moisture anomaly,2,0.1450071736478913,27,29
30035,tsmp_wtda,TSMP wtda,2,-0.00248576962495422,124,126
30035,pr_a,Precipitation anomaly,2,0.07142486577266656,124,126
30035,sm_a,Soil moisture anomaly,2,0.047598138221679694,124,126
30066,tsmp_wtda,TSMP wtda,2,0.004465826740497828,177,179
30066,pr_a,Precipitation anomaly,2,-0.05948760436944867,177,179
30066,sm_a,Soil moisture anomaly,2,-0.061358830465316205,177,179
30104,tsmp_wtda,TSMP wtda,2,-0.02986665552085656,123,125
30104,pr_a,Precipitation anomaly,2,-0.06987449882173337,123,125
30104,sm_a,Soil moisture anomaly,2,0.04489236934434996,123,125
30225,tsmp_wtda,TSMP wtda,2,0.05618419297278137,118,120
30225,pr_a,Precipitation anomaly,2,-0.12801722547788208,118,120
30225,sm_a,Soil moisture anomaly,2,-0.07740655170595681,118,120
30247,tsmp_wtda,TSMP wtda,2,0.2941735618701421,83,85
30247,pr_a,Precipitation anomaly,2,-0.009439592677459559,83,85
30247,sm_a,Soil moisture anomaly,2,-0.020442188892532267,83,85
30249,tsmp_wtda,TSMP wtda,2,-0.08672754447706228,111,113
30249,pr_a,Precipitation anomaly,2,-0.1292804631160196,111,113
30249,sm_a,Soil moisture anomaly,2,0.17115274452194648,111,113
30265,tsmp_wtda,TSMP wtda,2,0.06599136579238993,149,151
30265,pr_a,Precipitation anomaly,2,-0.12289812751756564,149,151
30265,sm_a,Soil moisture anomaly,2,0.1845652922278247,149,151
30341,tsmp_wtda,TSMP wtda,2,-0.37669649398768906,120,122
30341,pr_a,Precipitation anomaly,2,-0.08123768997729669,120,122
30341,sm_a,Soil moisture anomaly,2,0.1114801288727761,120,122
30380,tsmp_wtda,TSMP wtda,2,0.07695792430331604,64,66
30380,pr_a,Precipitation anomaly,2,0.03448882233216574,64,66
30380,sm_a,Soil moisture anomaly,2,0.035835753091162444,64,66
30385,tsmp_wtda,TSMP wtda,2,-0.06393268736520068,120,122
30385,pr_a,Precipitation anomaly,2,0.1602992573776587,120,122
30385,sm_a,Soil moisture anomaly,2,0.21078868159690303,120,122
30425,tsmp_wtda,TSMP wtda,2,0.0934744179973834,125,127
30425,pr_a,Precipitation anomaly,2,-0.019106364080783797,125,127
30425,sm_a,Soil moisture anomaly,2,-0.1788576790539239,125,127
30427,tsmp_wtda,TSMP wtda,2,-0.1286780477828607,125,127
30427,pr_a,Precipitation anomaly,2,0.10293019458276043,125,127
30427,sm_a,Soil moisture anomaly,2,0.21517369177942883,125,127
30474,tsmp_wtda,TSMP wtda,2,-0.10166709242010359,137,139
30474,pr_a,Precipitation anomaly,2,0.18671174324535972,137,139
30474,sm_a,Soil moisture anomaly,2,0.018310940789663332,137,139
30578,tsmp_wtda,TSMP wtda,2,-0.09489028223009649,152,154
30578,pr_a,Precipitation anomaly,2,-0.03050247245784367,152,154
30578,sm_a,Soil moisture anomaly,2,0.05414817294193022,152,154
30586,tsmp_wtda,TSMP wtda,2,0.013458855762324235,148,150
30586,pr_a,Precipitation anomaly,2,-0.10207557693670144,148,150
30586,sm_a,Soil moisture anomaly,2,0.053362134502632975,148,150
30638,tsmp_wtda,TSMP wtda,2,0.04421201158457603,64,66
30638,pr_a,Precipitation anomaly,2,0.3200119232040145,64,66
30638,sm_a,Soil moisture anomaly,2,-0.03756189074946711,64,66
30656,tsmp_wtda,TSMP wtda,2,0.08870047104896465,104,106
30656,pr_a,Precipitation anomaly,2,0.060656009716263046,104,106
30656,sm_a,Soil moisture anomaly,2,0.026554816244271622,104,106
30760,tsmp_wtda,TSMP wtda,2,0.2279254943438108,130,132
30760,pr_a,Precipitation anomaly,2,0.10046168086830197,130,132
30760,sm_a,Soil moisture anomaly,2,-0.19383477765707793,130,132
30788,tsmp_wtda,TSMP wtda,2,0.16946932774750537,79,81
30788,pr_a,Precipitation anomaly,2,-0.09609899100786871,79,81
30788,sm_a,Soil moisture anomaly,2,-0.15739021071115747,79,81
30795,tsmp_wtda,TSMP wtda,2,-0.018409897530550178,135,137
30795,pr_a,Precipitation anomaly,2,0.2597040851796787,135,137
30795,sm_a,Soil moisture anomaly,2,0.052899368394804594,135,137
30808,tsmp_wtda,TSMP wtda,2,-0.14730185474028074,119,121
30808,pr_a,Precipitation anomaly,2,-0.041800329857315154,119,121
30808,sm_a,Soil moisture anomaly,2,0.03238057411653816,119,121
30832,tsmp_wtda,TSMP wtda,2,-0.07220454311251638,120,122
30832,pr_a,Precipitation anomaly,2,0.021254349502550934,120,122
30832,sm_a,Soil moisture anomaly,2,-0.03557548777268069,120,122
30868,tsmp_wtda,TSMP wtda,2,-0.15055381564995782,132,134
30868,pr_a,Precipitation anomaly,2,0.03760894268943258,132,134
30868,sm_a,Soil moisture anomaly,2,0.17400828833630919,132,134
30919,tsmp_wtda,TSMP wtda,2,-0.1261323781290877,109,111
30919,pr_a,Precipitation anomaly,2,0.15152866679543,109,111
30919,sm_a,Soil moisture anomaly,2,-0.02051529893088321,109,111
30981,tsmp_wtda,TSMP wtda,2,0.11529982593272035,34,36
30981,pr_a,Precipitation anomaly,2,0.018470963600566513,34,36
30981,sm_a,Soil moisture anomaly,2,-0.17695213175401114,34,36
