site_id,well_id,gmw_bro_id,tube_number,distance_to_use_m,use_obj_type,use_obj_id,tube_rank_within_well_meta,gld_bro_id,gld_observations_meta,gld_first_date_meta,gld_last_date_meta,series_unknown_csv_url,series_preliminary_csv_url,series_fully_assessed_csv_url,bro_csv_url
29698,22858,GMW000000031351,3,49.25424861814479,facility_point,GUF000000006404,1,GLD000000100774,53,2004-11-22,2020-12-17,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100774?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100774?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100774?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100774
29698,22858,GMW000000031351,3,49.25424861814479,facility_point,GUF000000006404,1,GLD000000101238,25,2021-03-04,2025-05-08,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101238?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101238?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101238?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101238
29708,22866,GMW000000031359,1,13.342425904223706,design_well,548082,1,GLD000000098803,145,1997-04-04,2020-09-21,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000098803?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000098803?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000098803?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000098803
29708,22866,GMW000000031359,1,13.342425904223706,design_well,548082,1,GLD000000099313,22,2021-03-30,2025-03-17,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099313?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099313?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099313?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099313
29740,22896,GMW000000031389,1,4.471492243422987,design_well,541717,1,GLD000000100347,31,2021-01-15,2025-04-15,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100347?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100347?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100347?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100347
29740,22896,GMW000000031389,1,4.471492243422987,design_well,541717,1,GLD000000102454,118,2002-09-20,2020-10-27,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102454?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102454?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102454?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102454
29756,22911,GMW000000031404,1,39.999972839834506,facility_point,GUF000000007149,1,GLD000000098773,242,1977-06-27,2020-11-25,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000098773?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000098773?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000098773?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000098773
29756,22911,GMW000000031404,1,39.999972839834506,facility_point,GUF000000007149,1,GLD000000104459,22,2021-01-29,2025-04-28,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104459?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104459?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104459?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104459
29794,22948,GMW000000031441,1,24.18570487094802,design_well,534036,1,GLD000000100573,160,1991-01-02,2020-11-16,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100573?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100573?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100573?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100573
29794,22948,GMW000000031441,1,24.18570487094802,design_well,534036,1,GLD000000104161,12,2021-01-22,2022-12-27,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104161?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104161?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104161?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104161
29812,22965,GMW000000031458,1,42.720561357314686,facility_point,GUF000000082645,1,GLD000000099593,310,1969-07-01,2020-11-10,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099593?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099593?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099593?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099593
29812,22965,GMW000000031458,1,42.720561357314686,facility_point,GUF000000082645,1,GLD000000104439,12,2021-01-12,2022-12-29,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104439?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104439?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104439?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104439
29828,22981,GMW000000031474,1,45.88134173911435,facility_point,GUF000000005273,1,GLD000000100745,88,2005-12-09,2020-11-11,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100745?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100745?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100745?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100745
29828,22981,GMW000000031474,1,45.88134173911435,facility_point,GUF000000005273,1,GLD000000104910,12,2021-01-14,2023-01-26,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104910?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104910?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104910?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104910
29829,22982,GMW000000031475,1,37.575149165236205,facility_point,GUF000000012764,1,GLD000000099839,249,1976-11-25,2020-10-15,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099839?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099839?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099839?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099839
29829,22982,GMW000000031475,1,37.575149165236205,facility_point,GUF000000012764,1,GLD000000104312,24,2021-01-08,2025-02-18,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104312?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104312?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104312?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104312
29848,23001,GMW000000031494,1,37.65586727425681,facility_point,GUF000000016728,1,GLD000000101979,177,1991-02-27,2020-11-17,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101979?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101979?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101979?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101979
29848,23001,GMW000000031494,1,37.65586727425681,facility_point,GUF000000016728,1,GLD000000104971,19,2021-03-29,2025-05-08,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104971?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104971?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104971?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104971
29861,23013,GMW000000031506,1,15.65308305796487,facility_point,GUF000000009562,1,GLD000000100794,113,2002-02-14,2020-12-30,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100794?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100794?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100794?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100794
29861,23013,GMW000000031506,1,15.65308305796487,facility_point,GUF000000009562,1,GLD000000105209,12,2021-03-08,2022-12-23,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000105209?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000105209?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000105209?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000105209
29908,23060,GMW000000031553,1,4.473151919690456,design_well,535481,1,GLD000000100635,202,1977-03-21,2020-10-26,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100635?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100635?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100635?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100635
29908,23060,GMW000000031553,1,4.473151919690456,design_well,535481,1,GLD000000105087,27,2021-01-22,2025-04-15,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000105087?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000105087?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000105087?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000105087
29909,23061,GMW000000031554,1,16.9703021437754,facility_point,GUF000000014058,1,GLD000000099391,25,2021-01-27,2025-05-08,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099391?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099391?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099391?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099391
29909,23061,GMW000000031554,1,16.9703021437754,facility_point,GUF000000014058,1,GLD000000102806,72,2009-03-05,2020-09-22,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102806?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102806?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102806?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102806
29931,23083,GMW000000031576,1,46.84103035074758,facility_point,GUF000000028078,1,GLD000000098596,407,1963-03-14,2020-11-25,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000098596?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000098596?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000098596?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000098596
29931,23083,GMW000000031576,1,46.84103035074758,facility_point,GUF000000028078,1,GLD000000099395,22,2021-01-29,2025-04-28,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099395?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099395?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099395?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099395
29961,23111,GMW000000031604,1,29.069618748154593,design_well,548079,1,GLD000000099290,52,2021-01-01,2025-03-18,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099290?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099290?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099290?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099290
29961,23111,GMW000000031604,1,29.069618748154593,design_well,548079,1,GLD000000099620,300,1975-01-18,2020-12-31,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099620?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099620?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099620?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099620
29971,23121,GMW000000031614,1,20.51721727975391,facility_point,GUF000000052358,1,GLD000000099488,8,2021-02-17,2024-10-18,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099488?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099488?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099488?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099488
29971,23121,GMW000000031614,1,20.51721727975391,facility_point,GUF000000052358,1,GLD000000100868,69,2007-03-14,2020-12-07,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100868?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100868?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100868?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100868
29982,23131,GMW000000031624,1,23.345766335793485,design_well,534505,1,GLD000000100228,282,1976-05-14,2020-11-04,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100228?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100228?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100228?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100228
29982,23131,GMW000000031624,1,23.345766335793485,design_well,534505,1,GLD000000103934,22,2021-01-15,2025-02-05,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103934?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103934?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103934?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103934
29997,23145,GMW000000031638,1,21.931583908558146,design_well,539945,1,GLD000000099590,56,2007-04-04,2020-10-15,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099590?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099590?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099590?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000099590
29997,23145,GMW000000031638,1,21.931583908558146,design_well,539945,1,GLD000000103632,27,2021-01-05,2025-04-29,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103632?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103632?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103632?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103632
30035,23181,GMW000000031674,1,24.41292954544139,facility_point,GUF000000019123,1,GLD000000101311,242,1978-12-08,2020-11-11,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101311?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101311?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101311?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101311
30035,23181,GMW000000031674,1,24.41292954544139,facility_point,GUF000000019123,1,GLD000000103657,26,2021-01-08,2025-03-05,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103657?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103657?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103657?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103657
30065,23211,GMW000000031704,3,32.893281890185555,facility_point,GUF000000008488,2,GLD000000101765,272,1989-10-11,2020-08-25,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101765?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101765?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101765?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101765
30065,23211,GMW000000031704,3,32.893281890185555,facility_point,GUF000000008488,2,GLD000000103400,12,2023-03-27,2025-05-02,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103400?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103400?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103400?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103400
30066,23211,GMW000000031704,4,32.893281890185555,facility_point,GUF000000008488,1,GLD000000101773,273,1989-10-11,2020-08-25,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101773?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101773?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101773?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101773
30066,23211,GMW000000031704,4,32.893281890185555,facility_point,GUF000000008488,1,GLD000000103321,12,2023-03-27,2025-05-02,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103321?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103321?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103321?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000103321
30104,23246,GMW000000031739,1,17.116204588822384,facility_point,GUF000000017609,1,GLD000000100664,159,1995-02-07,2020-11-20,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100664?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100664?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100664?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100664
30104,23246,GMW000000031739,1,17.116204588822384,facility_point,GUF000000017609,1,GLD000000104866,33,2021-01-26,2025-03-18,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104866?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104866?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104866?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104866
30225,23365,GMW000000031858,1,13.03743865776485,facility_point,GUF000000001486,1,GLD000000102051,172,1991-03-28,2020-11-18,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102051?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102051?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102051?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102051
30225,23365,GMW000000031858,1,13.03743865776485,facility_point,GUF000000001486,1,GLD000000104647,11,2021-01-27,2022-09-28,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104647?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104647?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104647?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000104647
30247,23386,GMW000000031879,1,24.413012450025224,facility_point,GUF000000001485,1,GLD000000101217,45,2021-01-01,2024-08-29,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101217?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101217?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101217?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101217
30247,23386,GMW000000031879,1,24.413012450025224,facility_point,GUF000000001485,1,GLD000000102608,132,2004-11-01,2020-12-31,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102608?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102608?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102608?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000102608
30249,23388,GMW000000031881,1,38.60032994934043,facility_point,GUF000000005273,1,GLD000000100256,36,2021-01-01,2025-03-26,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100256?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100256?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100256?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000100256
30249,23388,GMW000000031881,1,38.60032994934043,facility_point,GUF000000005273,1,GLD000000101942,194,1990-07-11,2020-12-31,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101942?rapportagetype=compact&observatietype=onbekend,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101942?rapportagetype=compact&observatietype=regulier_voorlopig,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101942?rapportagetype=compact&observatietype=regulier_beoordeeld,https://publiek.broservices.nl/gm/gld/v1/objectsAsCsv/GLD000000101942
