site_id,Baseline LSTM (No TL),Baseline LSTM (TL),Context-Aware Selective Learning,Deep Context LSTM (Always TL),Deep Context LSTM (No TL),Random Forest,Site-Hard Expert Selector
9687,1.2728919982910156,1.3043664693832397,1.2653934955596924,1.249910593032837,1.2845728397369385,1.2315545592761499,1.249910593032837
9941,0.7616719007492065,0.7598384022712708,0.7677438855171204,0.7824370265007019,0.6619635224342346,0.8025435773176753,0.7824370265007019
10385,1.8529504537582397,1.8971142768859863,0.30877193808555603,0.2780810594558716,0.3876674175262451,0.4738454829601066,0.2780810594558716
18022,1.0036572217941284,1.039648175239563,0.7135491967201233,0.7672722339630127,0.703391432762146,0.7651579476929596,0.7672722339630127
18027,0.5984125733375549,0.6501291394233704,0.4640837013721466,0.4421539306640625,0.5604495406150818,0.48844061535309397,0.4421539306640625
18055,0.27637043595314026,0.3237869441509247,0.25537535548210144,0.26509547233581543,0.2658316195011139,0.2944803135099355,0.26509547233581543
18086,1.066165566444397,1.0994188785552979,0.8096087574958801,0.8156193494796753,0.8413481116294861,0.8366553443969056,0.8156193494796753
29249,0.8345128297805786,0.8208553194999695,0.823742687702179,0.8197510242462158,0.8773330450057983,0.8812046877545152,0.8773330450057983
29263,2.648831844329834,2.717752695083618,2.3460171222686768,2.1990039348602295,2.4401438236236572,2.425509674584492,2.1990039348602295
29357,1.4996833801269531,1.534410834312439,1.2307486534118652,1.2268801927566528,1.2383346557617188,1.1703278882565862,1.2383346557617188
29366,0.8406098484992981,0.8507155776023865,0.9774126410484314,0.9293960332870483,1.0045698881149292,0.952641843765418,1.0045698881149292
29373,0.9478759169578552,0.9418753981590271,0.8268972039222717,0.8287039995193481,0.8370714783668518,0.8992923697712086,0.8287039995193481
29419,3.907946825027466,3.8709359169006348,3.8287973403930664,3.851235866546631,3.8081040382385254,3.8320387391082678,3.8081040382385254
29465,3.6269478797912598,3.5794966220855713,3.381633996963501,3.4185378551483154,3.330857038497925,3.3027131427757124,3.4185378551483154
29476,0.6403822898864746,0.662144124507904,0.6671905517578125,0.6510859131813049,0.6932297348976135,0.6985434879328267,0.6510859131813049
29532,0.9912630319595337,1.0498207807540894,0.6063408255577087,0.6009493470191956,0.618983805179596,0.6220907006977122,0.6009493470191956
29570,1.9412109851837158,1.9366098642349243,1.9618823528289795,1.9468162059783936,2.021195411682129,2.057800616837173,1.9468162059783936
29581,0.6795811653137207,0.6625226736068726,0.42042768001556396,0.447473406791687,0.4065050184726715,0.4093047677240258,0.4065050184726715
29599,1.6328697204589844,1.6934510469436646,1.7018556594848633,1.6846351623535156,1.739506721496582,1.5742681175597044,1.739506721496582
29680,1.8734112977981567,1.9330615997314453,1.9564510583877563,1.9291369915008545,2.0234110355377197,1.8214792428657403,1.9291369915008545
29708,1.1955230236053467,1.1585317850112915,1.136122703552246,1.2072422504425049,1.0890045166015625,1.1739910622358756,1.2072422504425049
29740,0.6490334272384644,0.67062908411026,0.7461100220680237,0.7552079558372498,0.7437834739685059,0.6417384379211565,0.7552079558372498
29756,0.843776524066925,0.8033334016799927,0.9023829102516174,0.9016295671463013,0.9074579477310181,0.9125769540736538,0.9016295671463013
29794,1.5314733982086182,1.5620911121368408,1.4672410488128662,1.4417028427124023,1.4702091217041016,1.4646402576656057,1.4417028427124023
29812,1.8268603086471558,1.8654383420944214,1.144075632095337,1.1054142713546753,1.320968508720398,1.2463076896272616,1.1054142713546753
29828,2.2206027507781982,2.1843185424804688,2.1061813831329346,2.097874879837036,2.118227005004883,2.035622756225564,2.097874879837036
29829,1.994722843170166,2.055788516998291,1.5498347282409668,1.4811872243881226,1.5761276483535767,1.7343122681949779,1.4811872243881226
29848,0.5066031217575073,0.4867427945137024,0.5751101970672607,0.584422767162323,0.5392289161682129,0.47319252012253055,0.584422767162323
29861,0.7202693223953247,0.7351208329200745,0.7449407577514648,0.7652584910392761,0.7249212265014648,0.7368382675987917,0.7652584910392761
