date,water_level_nap_m
1973-09-04T00:00:00+01:00,-0.76
1973-11-05T00:00:00+01:00,-0.72
1974-01-04T00:00:00+01:00,-0.77
1974-03-05T00:00:00+01:00,-0.79
1974-05-01T00:00:00+01:00,-0.71
1974-07-01T00:00:00+01:00,-0.7
1974-09-03T00:00:00+01:00,-0.71
1974-11-06T00:00:00+01:00,-0.7
1975-01-07T00:00:00+01:00,-0.7
1975-03-03T00:00:00+01:00,-0.59
1975-05-09T00:00:00+01:00,-0.57
1975-06-30T00:00:00+01:00,-0.64
1975-09-03T00:00:00+01:00,-0.63
1975-11-18T00:00:00+01:00,-0.58
1976-01-19T00:00:00+01:00,-0.57
1976-03-09T00:00:00+01:00,-0.7
1976-04-27T00:00:00+01:00,-0.69
1976-06-14T00:00:00+01:00,-0.87
1976-08-02T00:00:00+01:00,-0.78
1976-09-21T00:00:00+01:00,-0.67
1976-11-09T00:00:00+01:00,-0.69
1976-12-28T00:00:00+01:00,-0.66
1977-01-18T02:00:00+01:00,-0.6
1977-03-15T02:00:00+01:00,-0.57
1977-05-23T03:00:00+02:00,-0.62
1977-07-18T03:00:00+02:00,-0.73
1977-08-23T03:00:00+02:00,-0.5
1977-10-18T02:00:00+01:00,-0.61
1977-11-30T02:00:00+01:00,-0.45
1978-01-18T02:00:00+01:00,-0.5
1978-03-16T02:00:00+01:00,-0.56
1978-05-16T03:00:00+02:00,-0.59
1978-07-10T03:00:00+02:00,-0.49
1978-09-04T03:00:00+02:00,-0.74
1978-10-17T02:00:00+01:00,-0.55
1978-11-23T02:00:00+01:00,-0.51
1979-03-06T02:00:00+01:00,-0.42
1979-04-06T03:00:00+02:00,-0.48
1979-05-22T03:00:00+02:00,-0.48
1979-07-16T03:00:00+02:00,-0.58
1979-09-17T03:00:00+02:00,-0.61
1979-10-31T02:00:00+01:00,-0.57
1980-01-03T02:00:00+01:00,-0.41
1980-03-18T02:00:00+01:00,-0.48
1980-06-09T03:00:00+02:00,-0.6
1980-08-25T03:00:00+02:00,-0.6
1980-11-04T02:00:00+01:00,-0.62
1981-01-12T02:00:00+01:00,-0.42
1981-03-19T02:00:00+01:00,-0.4
1981-06-22T03:00:00+02:00,-0.56
1981-09-08T03:00:00+02:00,-0.7
1981-11-23T02:00:00+01:00,-0.51
1982-01-27T02:00:00+01:00,-0.51
1982-03-23T02:00:00+01:00,-0.72
1982-05-21T03:00:00+02:00,-0.74
1982-07-26T03:00:00+02:00,-0.72
1982-09-06T03:00:00+02:00,-0.74
1982-11-02T02:00:00+01:00,-0.69
1983-01-17T02:00:00+01:00,-0.67
1983-03-10T02:00:00+01:00,-0.71
1983-05-13T03:00:00+02:00,-0.64
1983-07-06T03:00:00+02:00,-0.77
1983-09-05T03:00:00+02:00,-0.71
1983-11-01T02:00:00+01:00,-0.69
1984-01-09T02:00:00+01:00,-0.59
1984-03-05T02:00:00+01:00,-0.61
1984-05-29T03:00:00+02:00,-0.58
1984-08-08T03:00:00+02:00,-0.71
1984-10-22T02:00:00+01:00,-0.6
1985-05-29T03:00:00+02:00,-0.71
1985-06-19T03:00:00+02:00,-0.62
1985-09-11T03:00:00+02:00,-0.71
1985-12-09T02:00:00+01:00,-0.58
1986-03-14T02:00:00+01:00,-0.66
1986-04-24T03:00:00+02:00,-0.7
1986-07-07T03:00:00+02:00,-0.73
1986-09-22T03:00:00+02:00,-0.68
1986-12-02T02:00:00+01:00,-0.66
1987-02-19T02:00:00+01:00,-0.74
1987-04-10T03:00:00+02:00,-0.8
1987-06-22T03:00:00+02:00,-0.7
1987-11-05T02:00:00+01:00,-0.73
1988-01-27T02:00:00+01:00,-0.67
1988-04-05T03:00:00+02:00,-0.64
1988-06-02T03:00:00+02:00,-0.72
1988-08-19T03:00:00+02:00,-0.71
1988-11-09T02:00:00+01:00,-0.7
1989-01-24T02:00:00+01:00,-0.71
1989-04-04T03:00:00+02:00,-0.54
1989-06-30T03:00:00+02:00,-0.53
1989-08-15T03:00:00+02:00,-0.71
1989-09-04T03:00:00+02:00,-0.73
1989-11-23T02:00:00+01:00,-0.72
1990-02-02T02:00:00+01:00,-0.61
1990-03-08T02:00:00+01:00,-0.58
1990-05-17T03:00:00+02:00,-0.7
1990-08-08T03:00:00+02:00,-0.76
1990-10-31T02:00:00+01:00,-0.57
1991-01-08T02:00:00+01:00,-0.62
1991-03-05T02:00:00+01:00,-0.52
1991-05-27T03:00:00+02:00,-0.72
1991-08-05T03:00:00+02:00,-0.71
1991-10-24T02:00:00+01:00,-0.72
1992-01-20T02:00:00+01:00,-0.69
1992-03-23T02:00:00+01:00,-0.65
1992-06-02T03:00:00+02:00,-0.93
1992-08-18T03:00:00+02:00,-1.07
1992-10-26T02:00:00+01:00,-0.59
1993-02-02T02:00:00+01:00,-0.69
1993-03-08T02:00:00+01:00,-0.72
1993-05-26T03:00:00+02:00,-0.55
1993-08-23T03:00:00+02:00,-0.4
1993-10-27T02:00:00+01:00,-0.46
1994-01-06T02:00:00+01:00,-0.35
1994-03-10T02:00:00+01:00,-0.8
1994-05-30T03:00:00+02:00,-0.56
1994-08-11T03:00:00+02:00,-0.69
1994-10-26T02:00:00+01:00,-0.51
1995-01-06T02:00:00+01:00,-0.43
1995-03-03T02:00:00+01:00,-0.54
1995-05-29T03:00:00+02:00,-0.64
1995-08-16T03:00:00+02:00,-0.77
1995-10-17T02:00:00+01:00,-0.63
1996-02-26T02:00:00+01:00,-0.61
1996-05-13T03:00:00+02:00,-0.75
1996-07-31T03:00:00+02:00,-0.76
1996-10-03T03:00:00+02:00,-0.66
1996-12-16T02:00:00+01:00,-0.54
1997-02-25T02:00:00+01:00,-0.46
1997-05-06T03:00:00+02:00,-0.51
1997-07-23T03:00:00+02:00,-0.48
1997-10-13T03:00:00+02:00,-0.48
1997-12-18T02:00:00+01:00,-0.57
1998-02-03T02:00:00+01:00,-0.52
1998-04-20T03:00:00+02:00,-0.45
1998-06-29T03:00:00+02:00,-0.41
1998-09-09T03:00:00+02:00,-0.42
1998-11-16T02:00:00+01:00,-0.4
1999-02-10T02:00:00+01:00,-0.46
1999-04-20T03:00:00+02:00,-0.47
1999-06-21T03:00:00+02:00,-0.63
1999-09-03T03:00:00+02:00,-0.7
1999-11-16T02:00:00+01:00,-0.51
2000-01-31T02:00:00+01:00,-0.66
2000-03-23T02:00:00+01:00,-0.57
2000-05-29T03:00:00+02:00,-0.47
2000-07-13T03:00:00+02:00,-0.56
2000-09-25T03:00:00+02:00,-0.77
2000-12-05T02:00:00+01:00,-0.69
2001-01-29T02:00:00+01:00,-0.71
2001-03-26T03:00:00+02:00,-0.51
2001-05-23T03:00:00+02:00,-0.61
2001-08-02T03:00:00+02:00,-0.76
2001-09-19T03:00:00+02:00,-0.38
2001-11-23T02:00:00+01:00,-0.59
2002-01-23T02:00:00+01:00,-0.46
2002-03-12T02:00:00+01:00,-0.44
2002-05-29T03:00:00+02:00,-0.65
2002-07-23T03:00:00+02:00,-0.59
2002-09-23T03:00:00+02:00,-0.63
2002-11-11T02:00:00+01:00,-0.39
2003-01-29T02:00:00+01:00,-0.43
2003-03-12T02:00:00+01:00,-0.66
2003-04-25T03:00:00+02:00,-0.68
2003-06-25T03:00:00+02:00,-0.76
2003-08-28T03:00:00+02:00,-0.86
2003-10-17T03:00:00+02:00,-0.7
2003-11-19T02:00:00+01:00,-0.7
2003-12-09T02:00:00+01:00,-0.62
2003-12-11T02:00:00+01:00,-0.68
2003-12-16T02:00:00+01:00,-0.6
2003-12-24T02:00:00+01:00,-0.54
2004-01-16T02:00:00+01:00,-0.45
2004-01-29T02:00:00+01:00,-0.55
2004-02-03T02:00:00+01:00,-0.46
2004-02-13T02:00:00+01:00,-0.48
2004-02-20T02:00:00+01:00,-0.56
2004-02-23T02:00:00+01:00,-0.61
2004-02-25T02:00:00+01:00,-0.57
2004-02-27T02:00:00+01:00,-0.54
2004-03-01T02:00:00+01:00,-0.62
2004-03-03T02:00:00+01:00,-0.64
2004-03-05T02:00:00+01:00,-0.64
2004-03-08T02:00:00+01:00,-0.67
2004-03-09T02:00:00+01:00,-0.68
2004-03-10T02:00:00+01:00,-0.68
2004-03-12T02:00:00+01:00,-0.67
2004-03-15T02:00:00+01:00,-0.73
2004-03-17T02:00:00+01:00,-0.7
2004-05-03T03:00:00+02:00,-0.75
2004-06-25T03:00:00+02:00,-0.73
2004-09-10T03:00:00+02:00,-0.54
2004-10-20T03:00:00+02:00,-0.56
2004-12-08T02:00:00+01:00,-0.63
2005-01-26T02:00:00+01:00,-0.6
2005-03-23T02:00:00+01:00,-0.56
2005-04-29T03:00:00+02:00,-0.53
2005-07-21T03:00:00+02:00,-0.5
2005-09-14T03:00:00+02:00,-0.74
2005-11-02T02:00:00+01:00,-0.66
2005-12-09T02:00:00+01:00,-0.54
2006-01-19T02:00:00+01:00,-0.72
2006-02-24T02:00:00+01:00,-0.74
2006-04-11T03:00:00+02:00,-0.73
2006-06-09T03:00:00+02:00,-0.81
2006-06-29T03:00:00+02:00,-0.86
2006-08-17T03:00:00+02:00,-0.58
2006-09-22T03:00:00+02:00,-0.7
2006-10-30T02:00:00+01:00,-0.87
2006-12-06T02:00:00+01:00,-0.8
2007-01-22T02:00:00+01:00,-0.99
2007-02-26T02:00:00+01:00,-0.7
2007-04-18T03:00:00+02:00,-0.85
2007-06-01T03:00:00+02:00,-0.81
2007-08-20T03:00:00+02:00,-0.78
2007-10-03T03:00:00+02:00,-0.8
2007-12-06T02:00:00+01:00,-0.77
2008-02-08T02:00:00+01:00,-0.72
2008-05-22T03:00:00+02:00,-0.84
2008-09-16T03:00:00+02:00,-0.75
2008-10-31T02:00:00+01:00,-0.63
2009-02-09T10:20:00+01:00,-0.59
2009-03-03T11:32:00+01:00,-0.79
2009-04-14T09:06:00+02:00,-0.81
2009-05-28T10:42:00+02:00,-0.8
2009-08-26T08:17:00+02:00,-1.11
2009-10-08T10:01:00+02:00,-0.98
2009-12-10T12:50:00+01:00,-0.69
2010-03-24T11:54:00+01:00,-0.72
2010-06-08T08:28:00+02:00,-0.9
2010-06-29T10:38:00+02:00,-0.96
2010-10-27T11:13:00+02:00,-0.56
2010-11-16T10:33:00+01:00,-0.58
2011-01-04T11:06:00+01:00,-0.78
2011-03-07T10:44:00+01:00,-0.79
2011-05-25T06:57:00+02:00,-1.0
2011-07-06T10:19:00+02:00,-0.97
2011-08-16T09:45:00+02:00,-0.79
2011-09-19T08:50:00+02:00,-0.77
2011-11-23T10:28:00+01:00,-0.95
2012-01-18T10:12:00+01:00,-0.71
2012-04-02T10:12:00+02:00,-0.92
2012-05-02T09:41:00+02:00,-0.95
2012-05-21T11:04:00+02:00,-0.9
2012-07-18T11:04:00+02:00,-0.62
2012-09-25T11:31:00+02:00,-0.67
2013-02-20T13:06:00+01:00,-0.72
2013-04-17T09:17:00+02:00,-0.89
2013-07-15T09:03:00+02:00,-0.93
2013-09-17T09:57:00+02:00,-0.84
2013-10-29T12:45:00+01:00,-0.69
2013-11-11T10:00:00+01:00,-0.58
2014-01-15T10:46:00+01:00,-0.71
2014-03-17T11:45:00+01:00,-0.84
2014-05-07T11:33:00+02:00,-0.87
2014-07-02T09:12:00+02:00,-0.95
2014-09-10T12:22:00+02:00,-0.81
2014-11-06T09:46:00+01:00,-0.84
2015-01-28T11:51:00+01:00,-0.71
2015-03-12T08:56:00+01:00,-0.78
2015-06-09T08:54:00+02:00,-0.99
2015-07-16T10:23:00+02:00,-1.06
2015-09-10T12:16:00+02:00,-0.7
2015-12-07T10:09:00+01:00,-0.66
2016-01-28T13:21:00+01:00,-0.7
2016-04-06T10:35:00+02:00,-0.76
