date,water_level_nap_m
2007-04-04T01:00:00+02:00,-0.31
2007-04-13T03:00:00+02:00,-0.22
2007-04-23T03:00:00+02:00,-0.21
2007-04-27T03:00:00+02:00,-0.25
2007-05-03T03:00:00+02:00,-0.25
2007-05-10T03:00:00+02:00,-0.15
2007-05-31T03:00:00+02:00,-0.17
2011-09-26T10:00:00+02:00,-0.28
2011-10-07T11:32:00+02:00,-0.34
2011-11-29T09:23:00+01:00,-0.33
2011-12-14T13:09:00+01:00,-0.23
2012-02-29T12:25:00+01:00,-0.34
2012-04-24T11:15:00+02:00,-0.3
2012-10-30T09:26:00+01:00,-0.2
2013-01-07T09:29:00+01:00,-0.21
2013-03-11T11:40:00+01:00,-0.19
2013-06-12T10:45:00+02:00,-0.17
2013-08-27T12:11:00+02:00,-0.3
2013-10-23T12:59:00+02:00,-0.09
2013-12-13T10:52:00+01:00,-0.23
2014-03-07T10:50:00+01:00,-0.2
2014-04-23T10:40:00+02:00,-0.14
2014-08-13T13:13:00+02:00,-0.08
2014-10-17T09:50:00+02:00,-0.13
2014-11-13T09:58:00+01:00,-0.27
2014-11-26T15:23:00+01:00,-0.17
2015-01-05T11:37:00+01:00,-0.17
2015-02-25T10:45:00+01:00,-0.1
2015-04-03T09:21:00+02:00,-0.1
2015-07-27T11:54:00+02:00,-0.05
2015-09-22T13:17:00+02:00,-0.07
2015-10-20T13:54:00+02:00,-0.15
2016-01-11T11:55:00+01:00,-0.04
2016-03-15T10:59:00+01:00,-0.19
2016-05-24T11:13:00+02:00,-0.15
2016-07-14T08:21:00+02:00,-0.18
2016-09-22T12:40:00+02:00,-0.25
2016-11-10T11:42:00+01:00,-0.15
2017-01-10T10:56:00+01:00,-0.16
2017-03-21T14:08:00+01:00,-0.09
2017-05-23T11:21:00+02:00,-0.19
2017-05-24T11:00:00+02:00,-0.21
2017-07-28T10:27:00+02:00,-0.13
2017-09-07T10:40:00+02:00,-0.16
2017-11-01T10:59:00+01:00,-0.16
2018-01-04T09:41:00+01:00,-0.01
2018-02-27T13:25:00+01:00,-0.14
2018-04-24T09:07:00+02:00,-0.13
2018-06-28T11:01:00+02:00,-0.19
2018-08-23T11:06:00+02:00,-0.24
2018-11-06T12:19:00+01:00,-0.19
2019-01-10T12:14:00+01:00,-0.2
2019-03-07T12:02:00+01:00,-0.1
2019-04-24T12:13:00+02:00,-0.15
2019-06-28T08:57:00+02:00,-0.21
2019-09-02T12:26:00+02:00,-0.25
2019-11-27T10:52:00+01:00,-0.11
2020-01-07T12:06:00+01:00,-0.18
2020-02-27T11:00:30+01:00,0.0
2020-04-10T09:58:28+02:00,-0.27
2020-06-10T13:20:22+02:00,-0.18
2020-08-26T13:00:06+02:00,-0.15
2020-10-15T08:38:30+02:00,-0.15
