date,water_level_nap_m
2021-01-27T10:55:24+01:00,-0.484
2021-03-25T10:51:33+01:00,-0.434
2021-05-26T12:26:45+02:00,-0.424
2021-07-27T09:25:36+02:00,-0.454
2021-10-04T10:34:49+02:00,-0.414
2021-12-29T11:19:44+01:00,-0.434
2022-02-04T11:04:12+01:00,-0.394
2022-04-01T09:54:14+02:00,-0.354
2022-05-31T09:50:58+02:00,-0.594
2022-07-21T08:41:02+02:00,-0.614
2022-09-28T09:30:33+02:00,-0.354
2022-12-29T07:45:12+01:00,-0.374
