date,water_level_nap_m
2021-01-12T09:05:55+01:00,-1.087
2021-03-23T07:44:28+01:00,-1.157
2021-05-07T10:52:45+02:00,-1.137
2021-07-20T13:30:57+02:00,-1.427
2021-09-30T10:46:29+02:00,-1.567
2021-12-07T09:37:42+01:00,-1.107
2022-01-28T11:39:13+01:00,-1.157
2022-03-30T08:39:55+02:00,-0.987
2022-05-20T07:35:32+02:00,-1.057
2022-07-07T09:14:45+02:00,-1.127
2022-09-20T11:44:28+02:00,-1.047
2022-12-29T10:46:45+01:00,-1.227
