site_id,cell_id,cosine_similarity,months_used
9687,6814,-0.10572201797222326,113
9687,7271,0.04078288691648297,113
9687,7658,0.034033310641894216,113
9687,8512,0.028220948399991556,113
9687,9763,0.08783981260358913,113
9687,10671,0.007265816721552764,113
9687,10818,0.07841595431272824,113
9687,11250,0.2634316194183432,113
9687,11741,-0.06433522367221417,113
9687,12080,0.03294963944448944,113
9687,12127,0.17155429921525214,113
9687,12136,0.12128596067105421,113
9687,12928,0.07386428430136571,113
9687,12951,0.24310485200951967,113
9687,14340,0.1350521463309466,113
9687,14711,0.19218793177689716,113
9687,15498,0.08211369278456897,113
9687,16034,-0.0059725739985812465,113
9687,16116,0.3839703054232543,113
9687,17268,0.29637755495101104,113
9687,17719,0.013285527589034328,113
9687,18036,0.043248420814071833,113
9687,18044,0.07475991120496474,113
9687,20880,0.038075880001452636,113
9687,22059,0.4127313007671453,113
9687,22247,-0.19031716122318723,113
9687,23016,0.08700973291202581,113
9687,23018,0.0651476644129032,113
9687,25114,0.2642085124373144,113
9687,25597,0.14275418151533523,113
9687,25618,0.0301947647319817,113
9687,26004,-0.13560348257215107,113
9687,26384,0.23754083468959458,113
9687,26758,0.29016041970327994,113
9687,26769,0.18528375021434962,113
9687,26850,0.1485790502203282,113
9687,27247,0.17361790696855695,113
9687,27603,0.09920445378492929,113
9687,27677,0.16400766267123607,113
9687,27713,-0.0035804716618937724,113
9687,27963,0.0626679572657666,113
9687,28074,0.19349931119293096,113
9687,28484,0.09446914677457509,113
9687,28540,0.22108509088142314,113
9687,28544,0.2374188506668017,113
9687,28928,0.2013000049689338,113
9687,28977,0.20749833700094267,113
9687,30208,0.17754817929865258,113
9687,30652,0.22100844919177995,113
9687,30664,0.02911203525816087,113
9687,31037,0.21827403919431482,113
9687,31099,0.24554890334580057,113
9687,31267,0.09346813278968474,113
9687,31993,-0.009963716564338905,113
9687,32104,-0.03931944193896187,113
9687,32377,0.18676488234288638,113
9687,32745,0.02495527687377388,113
9687,32824,0.015091858550803215,113
9687,32847,-0.011317480596485211,113
9687,33489,0.04188052728921261,113
9687,33597,0.21227996503798635,113
