date,water_level_nap_m
2021-01-07T09:47:59+01:00,-0.46
2021-02-01T11:02:05+01:00,-0.36
2021-03-08T09:15:46+01:00,-0.47
2021-04-07T11:06:55+02:00,-0.49
2021-05-03T11:48:22+02:00,-0.47
2021-06-02T09:35:42+02:00,-0.4
2021-06-29T11:14:26+02:00,-0.42
2021-08-03T11:18:46+02:00,-0.46
2021-08-23T10:39:42+02:00,-0.44
2021-09-29T11:29:00+02:00,-0.6
2021-11-03T12:23:07+01:00,-0.41
2021-12-06T09:50:25+01:00,-0.4
2022-02-01T12:31:21+01:00,-0.4
