date,water_level_nap_m
2021-01-07T12:46:06+01:00,-2.02
2021-03-18T08:10:12+01:00,-2.08
2021-04-15T08:10:55+02:00,-2.06
2021-07-07T08:09:24+02:00,-2.3
2021-09-10T09:25:47+02:00,-2.18
2021-11-09T10:31:51+01:00,-2.06
2022-01-20T08:40:30+01:00,-1.98
2022-03-21T08:58:03+01:00,-2.09
2022-05-06T11:32:05+02:00,-2.17
2022-09-13T10:26:53+02:00,-2.14
2022-12-02T09:38:23+01:00,-2.02
2023-01-11T08:42:11+01:00,-1.96
