date,water_level_nap_m
2021-03-08T11:43:41+01:00,-0.44
2021-04-08T08:40:49+02:00,-0.41
2021-07-12T11:31:01+02:00,-0.46
2021-08-25T10:01:29+02:00,-0.44
2021-10-28T08:06:34+02:00,-0.35
2021-12-14T08:21:46+01:00,-0.38
2022-03-10T12:14:40+01:00,-0.36
2022-04-19T09:01:35+02:00,-0.38
2022-06-21T09:16:56+02:00,-0.47
2022-08-05T07:42:28+02:00,-0.5
2022-11-10T10:55:46+01:00,-0.36
2022-12-23T07:52:08+01:00,-0.38
