date,water_level_nap_m
2021-01-22T12:08:00+01:00,0.17
2021-04-01T11:26:20+02:00,-0.21
2021-05-28T10:30:20+02:00,0.09
2021-07-29T13:21:44+02:00,-0.04
2021-10-05T10:11:55+02:00,0.1
2021-12-10T10:13:30+01:00,0.04
2022-02-03T08:33:16+01:00,-0.02
2022-04-04T11:45:31+02:00,0.0
2022-06-01T09:05:27+02:00,-0.1
2022-07-22T09:14:57+02:00,-0.15
2022-09-29T13:51:50+02:00,0.19
2022-12-27T08:22:16+01:00,0.01
