date,water_level_nap_m
2021-01-22T11:20:09+01:00,-0.403
2021-03-26T07:30:55+01:00,-0.393
2021-05-19T10:00:35+02:00,-0.423
2021-07-26T07:39:22+02:00,-0.383
2021-09-29T08:51:35+02:00,-0.393
2021-12-09T11:50:48+01:00,-0.383
2022-02-02T08:11:48+01:00,-0.383
2022-03-30T10:38:30+02:00,-0.383
2022-05-24T10:25:33+02:00,-0.403
2022-07-15T08:08:31+02:00,-0.363
2022-12-28T07:41:45+01:00,-0.383
