date,water_level_nap_m
2021-01-11T09:15:04+01:00,-0.29
2021-03-23T08:18:06+01:00,-0.35
2021-04-20T11:38:28+02:00,-0.36
2021-07-15T10:59:37+02:00,-0.45
2021-09-22T09:37:00+02:00,-0.55
2021-12-01T12:48:55+01:00,-0.2
2022-01-26T08:43:54+01:00,-0.35
2022-03-24T09:02:00+01:00,-0.37
2022-05-24T11:10:25+02:00,-0.44
2022-07-06T09:16:29+02:00,-0.46
2022-09-23T09:01:47+02:00,-0.52
2022-12-05T10:51:14+01:00,-0.38
