date,water_level_nap_m
2021-02-17T09:35:02+01:00,-3.54
2021-06-16T09:39:25+02:00,-3.73
2021-10-25T07:31:39+02:00,-3.74
2021-12-17T10:06:20+01:00,-3.73
2022-04-15T11:07:01+02:00,-3.78
2022-06-17T11:08:00+02:00,-3.77
2022-08-01T09:43:26+02:00,-3.87
2024-10-18T12:38:16+02:00,-3.6
