date,water_level_nap_m
2021-01-27T12:08:35+01:00,-0.84
2021-03-29T12:02:37+02:00,-0.93
2021-05-27T11:00:57+02:00,-0.83
2021-07-27T07:16:50+02:00,-1.0
2021-10-11T12:36:46+02:00,-0.95
2021-12-23T11:09:12+01:00,-1.27
2022-04-07T11:46:59+02:00,-0.85
2022-06-09T11:25:51+02:00,-0.99
2022-07-19T11:52:28+02:00,-1.06
2022-10-04T10:59:02+02:00,-0.99
2022-12-28T09:17:34+01:00,-0.91
