date,water_level_nap_m
2021-01-27T08:55:36+01:00,-0.32
2021-03-26T11:40:54+01:00,-0.43
2021-05-26T12:01:57+02:00,-0.4
2021-07-27T12:20:48+02:00,-0.56
2021-10-04T12:54:08+02:00,-0.41
2021-12-30T09:29:31+01:00,-0.39
2022-02-04T09:45:41+01:00,-0.38
2022-04-01T08:50:56+02:00,-0.4
2022-05-31T08:50:59+02:00,-0.5
2022-07-21T11:12:37+02:00,-0.57
2022-09-28T14:26:16+02:00,-0.38
