date,water_level_nap_m
2021-03-25T08:58:42+01:00,0.89
2021-05-07T11:43:46+02:00,0.88
2021-07-22T12:31:16+02:00,0.78
2021-09-28T10:57:35+02:00,0.63
2022-04-01T09:44:45+02:00,0.9
2022-05-19T12:39:09+02:00,0.71
2022-07-11T10:00:46+02:00,0.73
